Primary_Key,State,Year,Enrollment,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score
2006_WYOMING,WY,2006,86155,1150345,115937,507178,527230,1146527,571127,362807,34310,168214,3818,423,6575,6191,6697,6167,85193,,,,
2007_ALABAMA,AL,2007,743273,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077,687816,-127419,3592,55972,57795,58792,46200,742919,229,266,216,252
2007_ALASKA,AK,2007,132197,1800616,282270,1052357,465989,1938755,927307,645857,60699,257723,-138139,1679,9625,9420,9953,10092,131029,237,283,214,259
2007_ARIZONA,AZ,2007,969875,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069,1436673,14903,15854,86742,82876,81196,76275,1087447,232,276,210,255
2007_ARKANSAS,AR,2007,474532,4415981,483689,3319030,613262,4779308,2337748,1378576,450454,470562,-363327,12795,38192,35710,35944,30708,479016,238,274,217,258
2007_CALIFORNIA,CA,2007,6288686,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540,10058842,-708486,68002,454743,467305,490054,468281,6343471,230,270,209,251
2007_COLORADO,CO,2007,790211,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754,1083411,-350132,25649,61576,59449,58396,55334,801867,240,286,224,266
2007_CONNECTICUT,CT,2007,549230,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943,913165,227728,14180,39889,42488,43670,40927,570626,243,282,227,267
2007_DELAWARE,DE,2007,114678,1694929,102114,1071957,520858,1705204,825084,481610,68343,245757,-10275,583,8817,9085,10176,7681,122574,242,283,225,265
2007_DISTRICT_OF_COLUMBIA,DC,2007,56943,1148358,134700,0,1013658,1140506,491992,437772,40703,167103,7852,7146,5306,4807,5182,4002,78422,214,248,197,241
2007_FLORIDA,FL,2007,2656176,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095,5992654,-951530,46917,197467,195859,193970,169832,2666811,242,277,224,260
2007_GEORGIA,GA,2007,1628409,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339,2271958,366459,39908,129791,125404,124544,95443,1649589,235,275,219,259
2007_HAWAII,HI,2007,180728,2985593,256696,2681049,47848,2199604,1177781,732536,151243,138044,785989,1531,15042,13652,13420,11234,179897,234,269,213,251
2007_IDAHO,ID,2007,262935,2011951,202977,1338182,470792,1960472,1069134,590192,86738,163583,51479,2880,21295,20658,20557,18598,272119,241,284,223,265
2007_ILLINOIS,IL,2007,2101075,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000,2082140,495236,77843,145755,152895,161310,144342,2112805,237,280,219,263
2007_INDIANA,IN,2007,1034588,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190,887670,-1003130,10755,75445,78204,80850,71755,1046764,245,285,222,264
2007_IOWA,IA,2007,483122,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002,647628,-4439,12487,37819,34590,36040,39114,485115,243,285,225,267
2007_KANSAS,KS,2007,468974,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749,427238,214169,13477,35471,34383,34572,33149,468295,248,290,225,267
2007_KENTUCKY,KY,2007,646360,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495,755710,-124940,17985,49986,49250,49723,41958,666225,235,279,222,262
2007_LOUISIANA,LA,2007,662302,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037,618284,391391,26631,53062,56201,51355,37806,681038,230,272,207,253
2007_MAINE,ME,2007,193539,2538161,198101,1081891,1258169,2501127,1459635,710785,111153,91361,37034,2635,13710,14238,15334,16322,196245,242,286,226,270
2007_MARYLAND,MD,2007,851640,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728,1170502,133740,27179,59455,60281,65088,61767,845700,240,286,225,265
2007_MASSACHUSETTS,MA,2007,945070,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102,951016,92259,25853,67900,71443,73318,68757,962958,252,298,236,273
2007_MICHIGAN,MI,2007,1686473,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870,1629007,736272,27207,125592,118931,126608,126380,1692739,238,277,220,260
2007_MINNESOTA,MN,2007,810104,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882,1074228,-336596,12795,60140,59431,63189,74749,837578,247,292,225,268
2007_MISSISSIPPI,MS,2007,494135,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539,379581,62193,2805,38662,37274,37948,27688,494122,228,265,208,250
2007_MISSOURI,MO,2007,910142,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391,925265,-336681,22691,67314,67996,68636,65443,917188,239,281,221,263
2007_MONTANA,MT,2007,144258,1474306,190631,702476,581199,1442434,793711,463422,58824,100592,31872,539,10601,10503,11180,11057,142823,244,287,227,271
2007_NEBRASKA,NE,2007,287135,3234014,298196,992032,1943786,3117931,1673992,845739,131267,378827,116083,10091,22588,20519,21047,22400,291244,238,284,223,267
2007_NEVADA,NV,2007,422782,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918,731227,-340290,2834,31682,33760,34121,21828,429362,232,271,211,252
2007_NEW_HAMPSHIRE,NH,2007,198625,2600123,137058,936882,1526183,2608190,1395619,733978,70608,208008,-8067,2614,10489,15026,16218,15959,200772,249,288,229,270
2007_NEW_JERSEY,NJ,2007,1363804,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012,1997462,-279036,28540,91115,98195,100884,97078,1382348,249,289,231,270
2007_NEW_MEXICO,NM,2007,327816,3272953,444466,2360542,467945,3279467,1610295,1103097,119933,396529,-6514,5378,25796,24452,25063,19594,329040,228,268,212,251
2007_NEW_YORK,NY,2007,2754976,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048,-491440,48561,184672,191647,205135,185680,2765435,243,280,224,264
2007_NORTH_CAROLINA,NC,2007,1416028,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597,1166854,269221,16927,120998,115076,114543,85893,1489492,242,284,218,259
2007_NORTH_DAKOTA,ND,2007,96577,1045678,150165,355662,539851,1042175,523778,283833,69691,90844,3503,909,6730,6935,7472,7662,95059,245,292,226,268
2007_OHIO,OH,2007,1758645,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199,2595974,805844,32815,130889,132634,139939,134417,1827184,245,285,226,268
2007_OKLAHOMA,OK,2007,639032,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547,502002,-13282,35270,49306,46787,45831,39321,642065,237,275,217,260
2007_OREGON,OR,2007,559643,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410,293730,13631,1310,39820,42750,43018,45559,565586,236,284,215,266
2007_PENNSYLVANIA,PA,2007,1760451,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492,2533079,-292506,12490,122769,129837,143406,139930,1801971,244,286,226,268
2007_RHODE_ISLAND,RI,2007,147861,2100679,165167,817792,1117720,2082332,1177636,731694,85397,20234,18347,1770,9840,11028,12098,10848,147629,236,275,219,258
2007_SOUTH_CAROLINA,SC,2007,701580,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965,1290372,-530721,22812,52314,52715,54067,39459,712317,237,282,214,257
2007_SOUTH_DAKOTA,SD,2007,121158,1136570,174096,371645,590829,1096568,573916,335382,50283,105370,40002,1335,9688,8935,9248,8901,121606,241,288,223,270
2007_TENNESSEE,TN,2007,978084,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587,593354,-200171,14937,75289,72454,70745,62040,964259,233,274,216,259
2007_TEXAS,TX,2007,4513835,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350,6654163,-1565499,217751,356706,346491,332671,273867,4674832,242,286,220,261
2007_UTAH,UT,2007,504079,3656090,343915,1977900,1334275,3618540,1816456,871613,266481,579188,37550,9487,47591,44748,41114,40375,576244,239,281,221,262
2007_VERMONT,VT,2007,89329,1836316,97086,1237083,502147,1804519,800453,439237,41603,70359,31797,4556,6161,6490,7039,7714,94038,246,291,228,273
2007_VIRGINIA,VA,2007,1220440,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603,1473546,-524468,28684,89656,90397,93896,85413,1230857,244,288,227,267
2007_WASHINGTON,WA,2007,1026121,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389,1624443,-331649,10012,72165,76673,78219,78429,1030247,243,285,224,265
2007_WEST_VIRGINIA,WV,2007,281298,2905489,353571,1677212,874706,2983267,1608247,941055,189649,228873,-77778,12247,21300,20217,21330,18625,282535,236,270,215,255
2007_WISCONSIN,WI,2007,870584,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699,467948,166107,37773,59590,59995,64135,72380,874633,244,286,223,264
2007_WYOMING,WY,2007,85034,1477891,111051,722364,644476,1390344,661713,428613,42353,246698,87547,413,6891,6493,6711,6246,86422,244,287,225,266
2008_ALABAMA,AL,2008,742919,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746,816799,-121174,6470,56205,58593,57809,46763,745668,,,,
2008_ALASKA,AK,2008,130624,2188587,303399,1419318,465870,2274819,1113396,740000,65654,307512,-86232,1905,9744,9756,9673,9787,130662,,,,
2008_ARIZONA,AZ,2008,987332,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634,1571620,-309049,16748,87229,83793,81576,76735,1087817,,,,
2008_ARKANSAS,AR,2008,476110,4608356,488378,3487063,632915,4720720,2388502,1462092,248189,463449,-112364,13254,37997,36345,35387,30256,478965,,,,
2008_CALIFORNIA,CA,2008,6258421,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956,9388155,-1991937,70497,461063,463904,486390,476156,6322528,,,,
2008_COLORADO,CO,2008,796824,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078,1157579,-814657,28280,63985,61058,58733,55936,818443,,,,
2008_CONNECTICUT,CT,2008,544417,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708,826090,275475,14952,40684,41792,43027,40743,567198,,,,
2008_DELAWARE,DE,2008,114062,1694998,104304,1037624,553070,1746925,852701,494996,72590,241390,-51927,738,9458,9521,9908,8120,125430,,,,
2008_DISTRICT_OF_COLUMBIA,DC,2008,58191,1224312,85568,0,1138744,1224785,520090,439197,43032,202768,-473,7451,5122,4595,4540,3444,68681,,,,
2008_FLORIDA,FL,2008,2645680,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863,5980134,-1217768,48233,193428,198129,200736,167705,2631020,,,,
2008_GEORGIA,GA,2008,1646010,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562,2703375,-488457,40726,129336,127285,123857,96131,1655792,,,,
2008_HAWAII,HI,2008,179897,2541703,310732,2154313,76658,2242408,1281836,742938,123179,94455,299295,1607,15475,13739,12665,11326,179478,,,,
2008_IDAHO,ID,2008,265844,2151476,205035,1409151,537290,2001328,1124302,627415,94898,93431,150148,2797,21516,21450,20623,18826,275051,,,,
2008_ILLINOIS,IL,2008,2099118,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452,2559210,-265152,92782,146969,152951,159272,147796,2119707,,,,
2008_INDIANA,IN,2008,1033329,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943,941950,474306,11487,76308,78842,80874,72989,1046147,,,,
2008_IOWA,IA,2008,485114,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771,672361,1152,17022,38522,35031,35324,38050,487559,,,,
2008_KANSAS,KS,2008,467743,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301,428160,256046,14271,36267,34965,34366,32267,471060,,,,
2008_KENTUCKY,KY,2008,666019,6637062,697220,3841470,2098372,6793215,3422359,2027937,402041,760566,-156153,18660,50643,49875,49668,43326,670030,,,,
2008_LOUISIANA,LA,2008,662971,7751886,1290154,3376556,3085176,7599993,3879560,2344416,397140,787702,151893,28564,52660,57165,51910,38234,684873,,,,
2008_MAINE,ME,2008,193058,2594335,194914,1122001,1277420,2582293,1359995,843451,135557,113571,12042,2893,13475,13860,14886,15423,192935,,,,
2008_MARYLAND,MD,2008,845700,13098112,701595,5499326,6897191,12739693,6614339,3878575,500507,1358068,358419,26821,60530,59512,63639,60916,843861,,,,
2008_MASSACHUSETTS,MA,2008,937677,14633578,742093,6114211,7777274,14631545,8479345,4447719,441653,655884,2033,26796,68540,70666,73170,68329,958910,,,,
2008_MICHIGAN,MI,2008,1661936,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352,1375044,-261807,29772,124451,117432,123823,126352,1659921,,,,
2008_MINNESOTA,MN,2008,807929,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142,1136550,-344506,13522,61982,59822,62080,74202,836048,,,,
2008_MISSISSIPPI,MS,2008,493302,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883,377201,85701,3106,38511,38159,37889,28288,491962,,,,
2008_MISSOURI,MO,2008,898350,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600,1070552,-564820,25435,67690,67620,68030,66266,917871,,,,
2008_MONTANA,MT,2008,142695,1562815,185898,766328,610589,1557678,831718,491537,62756,141860,5137,963,10802,10558,10890,10670,141899,,,,
2008_NEBRASKA,NE,2008,290912,3383157,321975,1091160,1970022,3325663,1784350,869629,135025,444442,57494,11046,22790,20939,20958,22246,292590,,,,
2008_NEVADA,NV,2008,428776,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730,1058467,-542617,3393,32188,34099,34394,23330,433371,,,,
2008_NEW_HAMPSHIRE,NH,2008,195668,2715463,136012,1008333,1571118,2715961,1495009,783298,74069,163893,-498,2834,10968,14613,15783,15419,197934,,,,
2008_NEW_JERSEY,NJ,2008,1353191,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413,1625458,-252476,30746,93504,99242,100894,97515,1381420,,,,
2008_NEW_MEXICO,NM,2008,329045,3569311,467492,2542639,559180,3599724,1732652,1129277,125528,569550,-30413,6365,25680,25119,24366,19940,330245,,,,
2008_NEW_YORK,NY,2008,2727552,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430,4805621,-1723468,50758,187194,190067,201895,185896,2740592,,,,
2008_NORTH_CAROLINA,NC,2008,1408316,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663,1728313,-120875,24678,117282,114909,111050,88724,1488645,,,,
2008_NORTH_DAKOTA,ND,2008,94959,1104803,145770,383307,575726,1085970,552250,300054,73451,88292,18833,1262,7217,6812,7364,7608,94728,,,,
2008_OHIO,OH,2008,1743920,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835,2568654,795485,37873,130405,132680,137479,134522,1817163,,,,
2008_OKLAHOMA,OK,2008,641682,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187,459000,112402,37726,50497,47245,45149,38798,645108,,,,
2008_OREGON,OR,2008,562632,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339,621540,-299828,11855,40556,43272,43339,46120,575393,,,,
2008_PENNSYLVANIA,PA,2008,1718588,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105,2537699,-240478,13686,126197,130592,139173,136937,1775029,,,,
2008_RHODE_ISLAND,RI,2008,143812,2173888,164966,836509,1172413,2175172,1229747,765970,88156,28023,-1284,1985,9905,9752,11422,10709,145342,,,,
2008_SOUTH_CAROLINA,SC,2008,710685,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371,1179283,-423945,23376,52468,53996,53446,43189,718113,,,,
2008_SOUTH_DAKOTA,SD,2008,121606,1190917,180925,394721,615271,1172715,609848,351235,61081,114678,18202,2626,10315,9234,9446,8831,126429,,,,
2008_TENNESSEE,TN,2008,966963,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628,735501,-402369,16864,76156,75091,72255,65306,971950,,,,
2008_TEXAS,TX,2008,4581517,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832,8133118,-3959852,224759,362318,355578,343548,280308,4752148,,,,
2008_UTAH,UT,2008,556314,4198001,380907,2363716,1453378,4337917,2068264,948423,289783,929772,-139916,9480,47046,44546,40261,37818,559778,,,,
2008_VERMONT,VT,2008,87919,1888635,94504,1290067,504064,1888133,831132,463215,44089,83821,502,4698,6192,6471,7004,7520,93625,,,,
2008_VIRGINIA,VA,2008,1230857,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,-468186,29987,89931,91133,92881,87177,1235795,,,,
2008_WASHINGTON,WA,2008,1029576,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855,1797341,-482442,10995,73831,77999,78902,79916,1037018,,,,
2008_WEST_VIRGINIA,WV,2008,281735,2965828,320529,1723068,922231,3068910,1667812,945152,190634,249687,-103082,13150,20919,20162,21268,18914,282729,,,,
2008_WISCONSIN,WI,2008,867929,10619354,629423,5221550,4768381,10545964,5619617,3294291,451721,666877,73390,43161,60384,60319,62317,71799,873750,,,,
2008_WYOMING,WY,2008,85991,1602514,100207,846239,656068,1517325,703831,449989,43352,309892,85189,452,7215,6608,6456,6111,87161,,,,
2009_ALABAMA,AL,2009,745668,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019,924956,-629077,7774,57019,59512,57027,48164,748889,228,269,216,255
2009_ALASKA,AK,2009,130236,2158970,312667,1357747,488556,2396412,1129756,832783,70835,303165,-237442,2475,9804,10046,9626,9779,131661,237,283,211,259
2009_ARIZONA,AZ,2009,981303,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403,1312659,-777878,9175,84191,83686,82163,79283,1077831,230,277,210,258
2009_ARKANSAS,AR,2009,474423,4753142,534510,3530487,688145,5017352,2417974,1492691,533057,409763,-264210,13504,38115,36479,35715,30567,480559,238,276,216,258
2009_CALIFORNIA,CA,2009,6234155,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373,8881265,-807190,71783,471058,465866,472856,478503,6263438,232,270,210,253
2009_COLORADO,CO,2009,812068,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128,1035058,-371816,29701,64190,62929,59129,58526,832368,243,287,226,266
2009_CONNECTICUT,CT,2009,539250,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685,763075,358215,15689,39866,41510,42999,41029,563968,245,289,229,272
2009_DELAWARE,DE,2009,116804,1718993,109682,1047418,561893,1798244,877678,496383,80812,254460,-79251,755,9537,9672,9519,8317,126801,239,284,226,265
2009_DISTRICT_OF_COLUMBIA,DC,2009,44331,801008,75856,0,725152,805362,330698,370127,38514,66023,-4354,8499,5190,4893,4452,3301,69433,219,254,202,242
2009_FLORIDA,FL,2009,2623067,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420,4533913,-2372929,51495,196057,199322,198245,172321,2634522,242,279,226,264
2009_GEORGIA,GA,2009,1649598,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062,2712073,-1052297,41940,131325,130091,124084,97779,1667685,236,278,218,260
2009_HAWAII,HI,2009,179478,2689758,392837,2205032,91889,2318671,1402305,718309,129473,68584,371087,1547,15970,14249,12967,10621,180196,236,274,211,255
2009_IDAHO,ID,2009,267951,2182273,218777,1459554,503942,2078446,1157633,646213,100576,111190,103827,2646,21605,21337,21019,19250,276299,241,287,221,265
2009_ILLINOIS,IL,2009,2117291,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950,2884993,-728761,84727,148097,154405,155003,146476,2104175,238,282,219,265
2009_INDIANA,IN,2009,1028259,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598,899628,1780959,12444,78224,79992,80983,72999,1046661,243,287,223,266
2009_IOWA,IA,2009,487559,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983,672339,133,21804,38956,35225,35239,38685,491842,243,284,221,265
2009_KANSAS,KS,2009,470445,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951,958961,-212543,10509,36461,35782,34596,33522,474489,245,289,224,267
2009_KENTUCKY,KY,2009,669858,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529,720114,-124084,27909,51276,51027,49298,43097,680089,239,279,226,267
2009_LOUISIANA,LA,2009,662774,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292,824390,-69410,29447,53763,59998,52818,38828,690915,229,272,207,253
2009_MAINE,ME,2009,187372,2623127,245063,1107152,1270912,2624504,1383650,857706,148378,108016,-1377,3783,13704,13769,14438,15246,189225,244,286,224,268
2009_MARYLAND,MD,2009,843781,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336,961161,390332,28626,61428,61183,62590,61273,848412,244,288,226,267
2009_MASSACHUSETTS,MA,2009,932437,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737,589413,123208,27871,68369,71078,72093,67973,957053,252,299,234,274
2009_MICHIGAN,MI,2009,1537515,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858,1280455,-375885,29850,126313,118702,121463,126181,1649082,236,278,218,262
2009_MINNESOTA,MN,2009,800831,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017,1187008,-839856,13933,63111,60640,61281,74532,837053,249,294,223,270
2009_MISSISSIPPI,MS,2009,491194,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915,493773,-160655,3607,39148,39651,36577,28943,492481,227,265,211,251
2009_MISSOURI,MO,2009,893807,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977,1120105,-754785,25584,69016,68730,67430,67254,917982,241,286,224,267
2009_MONTANA,MT,2009,141782,1607935,195705,765177,647053,1622485,855803,509899,66973,158151,-14550,1209,10960,10499,10911,10563,141807,244,292,225,270
2009_NEBRASKA,NE,2009,292161,3522481,297732,1182776,2041973,3523803,1887427,905681,144995,488293,-1322,11954,23577,21517,20834,22266,295368,239,284,223,267
2009_NEVADA,NV,2009,430985,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194,633545,-135780,3953,32038,33664,33291,25935,428947,235,274,211,254
2009_NEW_HAMPSHIRE,NH,2009,197024,2816162,146867,1002239,1667056,2757401,1546316,822081,74820,112359,58761,2987,11969,14560,15517,15588,197140,251,292,229,271
2009_NEW_JERSEY,NJ,2009,1354912,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796,1499241,365079,33937,95251,99911,100749,98733,1396029,247,293,229,273
2009_NEW_MEXICO,NM,2009,328737,3703477,519973,2615320,568184,3945515,1807514,1167618,132017,784529,-242038,7406,26266,25358,24126,20150,334419,230,270,208,254
2009_NEW_YORK,NY,2009,2696688,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237,5463718,-1966365,51251,190741,193473,198690,188377,2766052,241,283,224,264
2009_NORTH_CAROLINA,NC,2009,1452064,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609,1647148,542494,26688,104954,116876,109864,88983,1483397,244,284,219,260
2009_NORTH_DAKOTA,ND,2009,94653,1150142,160294,407374,582474,1137260,579830,310316,78735,95977,12882,1285,7472,6547,7308,7637,95073,245,293,226,269
2009_OHIO,OH,2009,1729072,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409,2552105,351863,29329,131114,133751,134169,118872,1764297,244,286,225,269
2009_OKLAHOMA,OK,2009,644549,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867,568720,88008,39784,51037,48457,45268,40046,654802,237,276,217,259
2009_OREGON,OR,2009,560726,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699,803096,-556255,21143,40563,43059,43261,46088,582839,238,285,218,265
2009_PENNSYLVANIA,PA,2009,1687145,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635,2411908,-573095,15239,128947,132213,137072,140845,1785993,244,288,224,271
2009_RHODE_ISLAND,RI,2009,141521,2179714,206225,765069,1208420,2171376,1224158,773039,90493,24161,8338,2109,10254,10188,11275,10697,145118,239,278,223,260
2009_SOUTH_CAROLINA,SC,2009,714290,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422,1318784,-757658,24425,53615,55671,52711,44364,723143,236,280,216,257
2009_SOUTH_DAKOTA,SD,2009,126624,1258876,201889,412798,644189,1273527,645912,379946,56772,154459,-14651,1367,10560,9245,9251,8741,123713,242,291,222,270
2009_TENNESSEE,TN,2009,971484,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464,652210,-498283,16506,76745,75052,71050,66366,972549,232,275,217,261
2009_TEXAS,TX,2009,4647205,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408,9297597,-5487742,239030,369433,368175,346524,291130,4850210,240,287,219,260
2009_UTAH,UT,2009,532433,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325,821593,-180807,8225,47684,45610,40997,38995,571586,240,284,219,266
2009_VERMONT,VT,2009,86320,1683034,102453,1336424,244157,1661019,859433,489015,49100,64170,22015,4837,6216,6237,6647,7328,91451,248,293,229,272
2009_VIRGINIA,VA,2009,1235064,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858,1418914,-258837,30600,92281,93708,92075,87839,1245340,243,286,227,266
2009_WASHINGTON,WA,2009,1035907,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407,1818982,-215620,11037,74547,78270,77206,83604,1035347,242,289,221,267
2009_WEST_VIRGINIA,WV,2009,281908,3097212,355325,1793917,947970,3121728,1759397,994305,196984,157049,-24516,13894,21454,20790,20516,18688,282662,233,270,215,255
2009_WISCONSIN,WI,2009,867035,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295,648807,110601,47054,61094,61242,61748,71242,872436,244,288,220,266
2009_WYOMING,WY,2009,86971,1675761,108333,945765,621663,1658156,744877,482641,47165,372507,17605,534,7406,6683,6606,6160,88155,242,286,223,268
2010_ALABAMA,AL,2010,748889,7281058,1134111,3800128,2346819,7647571,3900492,2308399,555539,729720,-366513,8179,57665,59117,57992,49719,755552,,,,
2010_ALASKA,AK,2010,131265,2230338,366970,1356673,506695,2371251,1151630,856333,71634,229874,-140913,2990,10120,9917,9622,9643,132104,,,,
2010_ARIZONA,AZ,2010,963517,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773,713810,15155,8554,82860,82862,80636,81326,1071751,,,,
2010_ARKANSAS,AR,2010,474897,5069272,787738,3677112,604422,5520387,2521528,1595730,639753,595456,-451115,14059,37701,36873,36237,30330,482114,,,,
2010_CALIFORNIA,CA,2010,6213958,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156,7150441,-3870392,72404,468036,463691,476639,492545,6289578,,,,
2010_COLORADO,CO,2010,825242,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789,1011988,-120662,30593,65182,63819,59684,60899,843316,,,,
2010_CONNECTICUT,CT,2010,534800,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600,823081,184814,15921,39670,41155,42346,41381,560546,,,,
2010_DELAWARE,DE,2010,117628,1733458,180584,992422,560452,1758988,901200,499586,79328,192826,-25530,1626,9810,9797,9504,8464,129403,,,,
2010_DISTRICT_OF_COLUMBIA,DC,2010,43866,1195934,80585,0,1115349,1290048,526469,425379,40837,297363,-94114,9581,5939,4877,4307,3407,71284,,,,
2010_FLORIDA,FL,2010,2627390,26231141,4200103,8216582,13814456,27267009,13869921,8069310,1573867,2944085,-1035868,52779,197097,200682,201676,178315,2643347,,,,
2010_GEORGIA,GA,2010,1660643,17839851,2598486,6739406,8501959,17834488,9841382,5059938,822517,1814143,5363,42816,132008,131326,123794,100392,1677067,,,,
2010_HAWAII,HI,2010,180196,2564856,382400,2093300,89156,2215458,1321657,697833,123051,72917,349398,1393,16028,13457,12567,10818,179601,,,,
2010_IDAHO,ID,2010,266613,2177999,444112,1231537,502350,2098737,1159932,638912,100157,135181,79262,1821,21144,21575,20588,19362,275859,,,,
2010_ILLINOIS,IL,2010,2098401,28253620,3809939,8696107,15747574,28560306,14668228,9146295,961079,1944264,-306686,78260,146225,153781,154293,146953,2091654,,,,
2010_INDIANA,IN,2010,1026053,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877,929416,2520706,11652,76765,82387,79790,74836,1047232,,,,
