Primary_Key,State,Year,Enrollment,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score
1995_MONTANA,MT,1995,164109,911284,89446,449477,372361,899635,523380,281496,36492,46881,11649,519,12214,12899,13342,10897,165547,,,,
1995_NEBRASKA,NE,1995,285836,1832463,102783,560994,1168686,1874253,1041372,470308,66223,242244,-41790,3853,22282,21886,23016,19275,289744,,,,
1995_NEVADA,NV,1995,250749,1367710,65007,860823,441880,1381200,705709,438671,48399,126131,-13490,1631,22074,21784,19970,14143,265041,,,,
1995_NEW_HAMPSHIRE,NH,1995,186239,1197945,35162,83613,1079170,1232465,676601,347776,40081,80404,-34520,1357,8859,16275,15487,10996,194171,,,,
1995_NEW_JERSEY,NJ,1995,1171658,11870183,397612,4369467,7103104,11961696,6065026,4166818,491691,719638,-91513,9301,93978,88686,81997,65647,1197381,,,,
1995_NEW_MEXICO,NM,1995,327253,1646265,205847,1215392,225026,1540683,774207,494348,79707,171166,105582,3426,24329,24200,25893,17078,329640,,,,
1995_NEW_YORK,NY,1995,2738361,25063999,1368074,9932669,13763256,26540967,15693535,6970608,945437,1811288,-1476968,32087,216112,203089,194347,142841,2813230,,,,
1995_NORTH_CAROLINA,NC,1995,1155248,6076939,443689,3867404,1765846,6217951,3417870,1737660,387340,564673,-141012,9013,100525,90795,88056,59653,1183090,,,,
1995_NORTH_DAKOTA,ND,1995,119288,642234,72116,256507,313611,621904,327382,159739,50761,39515,20330,551,8573,9017,9859,8513,119100,,,,
1995_OHIO,OH,1995,1829761,11368650,675770,4385097,6307783,11330046,6041768,3905229,510503,678965,38604,18997,141589,138942,142469,114879,1836015,,,,
1995_OKLAHOMA,OK,1995,609743,3156526,274027,1804537,1077962,3180275,1623941,921572,291242,295180,-23749,5470,48635,47407,49012,35733,616393,,,,
1995_OREGON,OR,1995,519284,3302062,224156,1521849,1556057,3255984,1789292,1060444,112701,213860,46078,855,39875,41721,42141,33202,527914,,,,
1995_PENNSYLVANIA,PA,1995,1741698,13957035,714271,5401558,7841206,14135826,7562476,3908949,550426,963078,-178791,3502,134584,137850,136069,111050,1787533,,,,
1995_RHODE_ISLAND,RI,1995,146609,1089859,55060,434056,600743,1056716,677240,308559,27613,18871,33143,531,10947,11596,11032,8263,149799,,,,
1995_SOUTH_CAROLINA,SC,1995,638880,3389646,288860,1550416,1550370,3286673,1707358,998972,232372,262152,102973,8067,39964,50860,51308,34800,645586,,,,
1995_SOUTH_DAKOTA,SD,1995,135494,684882,65762,179725,439395,693964,380309,199942,30140,68754,-9082,1475,10609,10937,11654,9116,144685,,,,
1995_TENNESSEE,TN,1995,870594,3870164,332765,1855788,1681611,3958973,2245634,1020793,221723,394695,-88809,11168,73962,67705,66513,49319,893770,,,,
1995_TEXAS,TX,1995,3670007,20483376,1496378,8718907,10268091,20198924,10652067,5778548,1087321,2104954,284452,133754,281708,292191,284875,186229,3748167,,,,
1995_UTAH,UT,1995,472589,1953833,134118,1055987,763728,2045331,1069735,435270,143824,348647,-91498,3455,34645,34598,38090,32006,477121,,,,
1995_VERMONT,VT,1995,100317,934916,33672,224946,676298,891398,415719,208906,24883,36040,43518,1111,7953,8287,8006,6507,105565,,,,
1995_VIRGINIA,VA,1995,1060809,6354418,368088,2522258,3464072,6590998,3452911,1959389,337469,602745,-236580,3111,87618,82797,81254,62204,1079854,,,,
1995_WASHINGTON,WA,1995,938314,5985425,345792,4091373,1548260,6200754,3078586,1833862,265076,785601,-215329,5984,73581,75186,75052,59612,956572,,,,
1995_WEST_VIRGINIA,WV,1995,310231,1916605,155738,1210730,550137,1925100,1104307,540560,128462,134365,-8495,3499,22577,22178,25089,21844,307112,,,,
1995_WISCONSIN,WI,1995,865374,6006745,248319,2621263,3137163,6056854,3425341,1767790,204052,426714,-50109,18045,62859,65427,65788,57791,870175,,,,
1995_WYOMING,WY,1995,100314,634237,42456,303913,287868,642935,357039,198669,21975,48915,-8698,,7135,7577,8302,6679,99859,,,,
1996_ALABAMA,AL,1996,735912,3365113,334858,2138717,891538,3572283,1987018,935115,322883,286699,-207170,9633,60949,57098,58305,42510,747932,,,,
1996_ALASKA,AK,1996,126189,1120346,123505,706116,290725,1240031,636959,365085,38996,179297,-119685,2186,10451,10055,9627,7370,129919,,,,
1996_ARIZONA,AZ,1996,764681,4143304,378917,1798363,1966024,4391555,1860007,1193260,220650,877190,-248251,4495,64613,62793,60514,42041,799250,,,,
1996_ARKANSAS,AR,1996,452907,2183384,192152,1296247,694985,2297381,1264275,636106,127007,203555,-113997,1980,36442,33855,37064,27613,457349,,,,
1996_CALIFORNIA,CA,1996,5460484,31282981,2603882,17061474,11617625,31561692,16880730,9222569,2362407,2580639,-278711,73233,469965,435217,406456,298669,5686198,,,,
1996_COLORADO,CO,1996,655679,3891203,194998,1664676,2031529,4075165,2052264,1127563,143767,588209,-183962,12520,50707,52524,52269,37179,673438,,,,
1996_CONNECTICUT,CT,1996,499815,4686025,162218,1703171,2820636,4538234,2701637,1296119,149792,149327,147791,9147,43213,41969,37991,28882,527129,,,,
1996_DELAWARE,DE,1996,108461,860410,48796,567123,244491,823530,447461,245924,34748,72077,36880,597,8002,8329,8820,6447,110549,,,,
1996_DISTRICT_OF_COLUMBIA,DC,1996,79802,678874,57870,0,621004,703245,334893,312944,39956,15452,-24371,5044,7469,5442,4625,3042,78648,,,,
1996_FLORIDA,FL,1996,2175352,13684457,942159,6671487,6070811,13936240,6380643,4230355,992115,2042385,-251783,53979,176512,175240,169657,105469,2242212,,,,
1996_GEORGIA,GA,1996,1311126,7764687,516518,4086584,3161585,7934236,4118122,2125775,509934,1042930,-169549,25522,112385,105333,102355,65527,1346761,,,,
1996_HAWAII,HI,1996,187104,1199019,91391,1079097,28531,1231550,671105,328131,103048,129266,-32531,694,16129,14864,13786,10466,187653,,,,
1996_IDAHO,ID,1996,243097,1134052,80486,718218,335348,1198223,642377,327291,47750,157468,-64171,1689,17562,18085,19998,17075,245252,,,,
1996_ILLINOIS,IL,1996,1924970,12732129,728400,4191483,7812246,12423100,6303563,3960659,474624,1112689,309029,50857,152268,145919,141348,123783,1973040,,,,
1996_INDIANA,IN,1996,975455,6422662,306715,3298257,2817690,6644035,3293900,1847383,302283,616866,-221373,5263,74803,72246,76566,62923,982876,,,,
1996_IOWA,IA,1996,502343,3258040,147878,1486426,1623736,3284185,1679091,931857,134624,242065,-26145,5042,37101,34918,38801,35650,502941,,,,
1996_KANSAS,KS,1996,463008,2914544,140242,1658774,1115528,3007653,1468081,906796,169091,318829,-93109,3723,32890,35077,37164,29244,466293,,,,
1996_KENTUCKY,KY,1996,639531,3622788,305059,2272684,1045045,3826435,1970377,1139539,228647,413638,-203647,19428,46450,47018,49641,38460,656089,,,,
1996_LOUISIANA,LA,1996,796087,3879633,468363,1978056,1433214,3815375,2078321,1117936,299287,236616,64258,20066,61170,59082,57344,41759,793296,,,,
1996_MAINE,ME,1996,213601,1485138,78626,647382,759130,1465093,857253,398040,63537,62645,20045,828,15864,16621,17124,12851,213593,,,,
1996_MARYLAND,MD,1996,805544,5688918,271806,2163187,3253925,5825606,3197895,1856055,251330,449601,-136688,19639,61856,63693,59236,44232,818583,,,,
1996_MASSACHUSETTS,MA,1996,912330,7129757,302167,3028094,3799496,7479576,4171772,1953199,221882,360126,-349819,15695,76519,73659,67029,52569,933898,,,,
1996_MICHIGAN,MI,1996,1631131,13012080,648922,8462687,3900471,13071893,6452165,4205956,691888,919074,-59813,16870,137096,127113,122686,95028,1685714,,,,
1996_MINNESOTA,MN,1996,827418,6101416,241241,3435468,2424707,6423285,3204906,1522656,551475,762106,-321869,8902,62383,63024,65881,60413,847204,,,,
1996_MISSISSIPPI,MS,1996,503602,2241561,295014,1285429,661118,2268726,1238512,599427,166353,231093,-27165,1052,39459,37315,38879,25711,503967,,,,
1996_MISSOURI,MO,1996,873867,5251014,324566,2536393,2390055,5277785,2745318,1521493,283616,568575,-26771,16156,69215,67533,69195,54488,900517,,,,
1996_MONTANA,MT,1996,165390,944623,90354,452250,402019,924259,538091,289907,37370,48074,20364,500,11757,12479,13183,11018,164627,,,,
1996_NEBRASKA,NE,1996,289251,1909834,100886,574359,1234589,1940808,1067391,497288,71038,247543,-30974,4104,21874,21440,22912,19786,291967,,,,
1996_NEVADA,NV,1996,265041,1551169,67278,997400,486491,1608989,767237,483238,53033,229949,-57820,1868,22875,22597,21041,15316,282131,,,,
1996_NEW_HAMPSHIRE,NH,1996,191004,1269380,40622,84837,1143921,1295106,725549,340457,42174,97166,-25726,1535,8569,16643,15738,11158,198308,,,,
1996_NEW_JERSEY,NJ,1996,1193928,12389781,408872,4589725,7391184,12469216,6636622,4099193,469558,753213,-79435,9737,92831,91665,82728,67460,1227832,,,,
1996_NEW_MEXICO,NM,1996,329661,1750519,215525,1281567,253427,1642517,798365,519816,81877,218014,108002,3894,24324,25029,26017,17073,332632,,,,
1996_NEW_YORK,NY,1996,2788343,26026366,1510447,10284155,14231764,26974514,15973623,6953428,942356,1835923,-948148,31566,210795,205572,196724,146738,2843131,,,,
1996_NORTH_CAROLINA,NC,1996,1181600,6516400,443121,3971818,2101461,6517111,3527936,1780725,402269,687268,-711,8535,102435,94840,91793,61593,1210108,,,,
1996_NORTH_DAKOTA,ND,1996,119102,655971,69370,267306,319295,657809,338326,169545,52456,52160,-1838,619,8464,8736,9943,8686,120123,,,,
1996_OHIO,OH,1996,1837628,12172778,704629,4831397,6636752,11935582,6291682,4046180,532065,843253,237196,21389,140234,137737,140248,117161,1844698,,,,
1996_OKLAHOMA,OK,1996,616436,3185234,278281,1856294,1050659,3195426,1640558,948125,299920,255103,-10192,4600,50387,46526,49065,36113,620695,,,,
1996_OREGON,OR,1996,527769,3375710,192228,1822648,1360834,3509765,1879638,1104418,116224,305484,-134055,878,39829,41373,42862,34794,537854,,,,
1996_PENNSYLVANIA,PA,1996,1764117,14671368,760182,5629751,8281435,15048791,7960931,4101534,580399,1195395,-377423,3005,133608,136710,136746,114183,1804256,,,,
1996_RHODE_ISLAND,RI,1996,148977,1135192,57826,459171,618195,1092459,699778,321959,24931,20181,42733,666,11366,11829,11104,8428,151324,,,,
1996_SOUTH_CAROLINA,SC,1996,635678,3594408,287181,1870037,1437190,3493720,1820849,986157,235742,367884,100688,8408,47374,50598,50625,35546,652816,,,,
1996_SOUTH_DAKOTA,SD,1996,136394,710728,67493,209375,433860,689818,383377,201190,32183,56451,20910,1192,10284,10668,11377,9552,143331,,,,
1996_TENNESSEE,TN,1996,881749,4123018,340239,1967170,1815609,4284181,2363545,1143373,229847,460149,-161163,11653,74529,67330,66465,50332,904818,,,,
1996_TEXAS,TX,1996,3740260,22241369,1613462,9834742,10793165,22401797,11427564,6131290,1174475,2667181,-160428,133303,285002,294431,290666,195075,3828975,,,,
1996_UTAH,UT,1996,474907,2035726,134703,1197910,703113,2150719,1132806,471430,153581,342609,-114993,3784,34882,34227,36860,34795,481812,,,,
1996_VERMONT,VT,1996,101064,965238,36693,215657,712888,975817,424562,219243,23167,56478,-10579,1404,7530,8152,8374,6622,106341,,,,
1996_VIRGINIA,VA,1996,1079854,6674519,361726,2548036,3764757,6903384,3601237,2045400,347988,721139,-228865,3917,86542,82571,80842,64497,1096093,,,,
1996_WASHINGTON,WA,1996,956572,6354593,366716,4288899,1698978,6578388,3222598,1927517,280214,895494,-223795,5353,73577,74697,76033,62235,974504,,,,
1996_WEST_VIRGINIA,WV,1996,306451,1958647,158572,1222505,577570,1936848,1131846,556873,130467,101350,21799,4433,22485,21944,24150,21215,304052,,,,
1996_WISCONSIN,WI,1996,869930,6342623,270455,2869875,3202293,6521058,3567663,1872074,212389,617334,-178435,19790,62455,64670,66488,60542,879259,,,,
1996_WYOMING,WY,1996,99859,664057,41007,339629,283421,676305,360100,200228,21910,78444,-12248,,6782,7283,8270,7129,99058,,,,
1997_ALABAMA,AL,1997,737386,3981788,376200,2498847,1106741,3963624,2095904,1075352,323955,420070,18164,9886,58326,57431,58210,44272,749207,,,,
1997_ALASKA,AK,1997,128143,1131950,145563,692364,294023,1237103,651935,372788,40973,152330,-105153,2183,10249,10473,9954,7771,132123,,,,
1997_ARIZONA,AZ,1997,783552,4343262,405291,1907516,2030455,4432360,1977550,1252277,265183,678793,-89098,4674,63857,65170,60138,44259,814113,,,,
1997_ARKANSAS,AR,1997,457349,2355859,218137,1387107,750615,2379496,1291727,667439,158337,192204,-23637,1672,35761,34067,36229,29204,456497,,,,
1997_CALIFORNIA,CA,1997,5595836,35614934,2850766,20560730,12203438,33862281,18160435,10040400,1792979,3088674,1752653,76584,463684,451069,412604,317595,5803887,,,,
1997_COLORADO,CO,1997,672634,4133275,205038,1784304,2143933,4398196,2188731,1205308,154175,678631,-264921,12861,51408,53023,52632,39263,687167,,,,
1997_CONNECTICUT,CT,1997,507838,4788489,158453,1719703,2910333,4642835,2709106,1368262,164857,194220,145654,9680,42382,43175,39089,29660,535164,,,,
1997_DELAWARE,DE,1997,110245,898926,56722,575855,266349,889631,486550,265674,39021,73946,9295,572,8039,8758,8905,6741,111960,,,,
1997_DISTRICT_OF_COLUMBIA,DC,1997,78648,711625,73177,0,638448,686059,337401,272058,23494,53106,25566,5156,6982,5357,4376,2961,77111,,,,
1997_FLORIDA,FL,1997,2241298,14363709,992226,7022561,6348922,14564750,6725833,4370182,1040190,2111449,-201041,54044,174874,180873,173913,108366,2294077,,,,
1997_GEORGIA,GA,1997,1346761,8248199,534963,4471781,3241455,8483477,4504165,2274539,485635,1056516,-235278,29357,111081,108023,103107,69355,1375980,,,,
1997_HAWAII,HI,1997,187653,1213792,95795,1088410,29587,1241375,685225,326596,105850,123704,-27583,606,15473,15127,13829,10266,189887,,,,
1997_IDAHO,ID,1997,245252,1200186,80754,747250,372182,1293705,680063,353044,51999,178703,-93519,2109,17499,18527,19696,17020,244403,,,,
1997_ILLINOIS,IL,1997,1952892,13929105,847818,4532935,8548352,13920593,6881301,4240388,527869,1598074,8512,55835,153934,146478,145853,129084,1998289,,,,
1997_INDIANA,IN,1997,981546,7885141,305125,3783388,3796628,7325086,3630591,2029513,335709,667028,560055,5521,72989,75303,75575,64829,986836,,,,
1997_IOWA,IA,1997,502941,3406582,153160,1646498,1606924,3485339,1752717,983324,142001,295558,-78757,4757,36486,34950,37631,36808,501054,,,,
1997_KANSAS,KS,1997,466368,3029537,152455,1682302,1194780,2949608,1476664,959322,180594,188156,79929,5373,32274,35172,36832,30922,468687,,,,
1997_KENTUCKY,KY,1997,631592,3842885,341901,2381664,1119320,3903139,2120583,1133417,242137,324367,-60254,22065,48324,47241,50385,40153,669322,,,,
1997_LOUISIANA,LA,1997,808798,4106095,478008,2087903,1540184,4027228,2205048,1176952,303024,249895,78867,15442,60679,57485,55957,41527,776813,,,,
1997_MAINE,ME,1997,213241,1537085,74503,669487,793095,1527663,906697,405474,59141,71625,9422,969,15543,16834,17218,12820,212579,,,,
1997_MARYLAND,MD,1997,818583,6040883,292260,2343928,3404695,6217120,3359984,1893583,289761,592725,-176237,19739,60385,64763,60010,46532,830744,,,,
1997_MASSACHUSETTS,MA,1997,928519,7585624,337880,3341044,3906700,7479407,4469869,2024501,239732,439273,106217,18226,73125,75586,69388,54354,949006,,,,
1997_MICHIGAN,MI,1997,1684261,13759710,806713,8728340,4224657,14235902,6777568,4401535,649063,1478950,-476192,22468,133202,123229,119473,92690,1702717,,,,
1997_MINNESOTA,MN,1997,837847,6304977,251210,3321859,2731908,6890773,3461407,1641569,585789,799154,-585796,8945,62126,63494,66529,63727,853621,,,,
1997_MISSISSIPPI,MS,1997,503979,2274700,305516,1253204,715980,2319324,1242701,629587,167473,244101,-44624,1289,39378,38266,38455,26788,504792,,,,
1997_MISSOURI,MO,1997,899750,5550134,336452,2695581,2518101,5527705,2906899,1589440,310482,552305,22429,16384,71575,67790,68190,55673,910613,,,,
1997_MONTANA,MT,1997,164464,989991,90565,465343,434083,972059,557840,303522,39685,59716,17932,484,11553,12165,13035,11301,162335,,,,
1997_NEBRASKA,NE,1997,290883,1994021,115783,630765,1247473,1946725,1081994,515148,77333,213672,47296,4514,21436,21168,23190,20912,292681,,,,
1997_NEVADA,NV,1997,282131,1701290,68131,1089122,544037,1905940,858110,526090,57372,369529,-204650,1902,23809,23936,21910,15782,296621,,,,
1997_NEW_HAMPSHIRE,NH,1997,193524,1339186,44339,94550,1200297,1431472,758383,363154,43136,169477,-92286,1577,8763,16688,15967,11656,201629,,,,
1997_NEW_JERSEY,NJ,1997,1216721,12910890,427260,4799701,7683929,13242022,7106433,4171762,496433,938533,-331132,10220,92171,94806,83985,68008,1250276,,,,
1997_NEW_MEXICO,NM,1997,332849,1768148,231271,1287163,249714,1826524,884961,575080,90233,249670,-58376,4131,24346,25521,25525,18080,331673,,,,
1997_NEW_YORK,NY,1997,2818497,26775074,1446691,10477889,14850494,28227561,16259479,7136050,933478,2561130,-1452487,32086,206548,210379,197148,146818,2861823,,,,
1997_NORTH_CAROLINA,NC,1997,1208695,6827952,471258,4258017,2098677,7007690,3704935,1869526,436235,848228,-179738,8195,102951,98688,93033,62552,1236083,,,,
1997_NORTH_DAKOTA,ND,1997,118433,683331,75316,270361,337654,679692,351542,177522,52363,47992,3639,713,8373,8678,9555,8815,118572,,,,
1997_OHIO,OH,1997,1844245,12630491,728751,5124101,6777639,12421963,6449340,4011117,636681,1075506,208528,20795,137372,138301,138635,120070,1847114,,,,
1997_OKLAHOMA,OK,1997,620695,3413742,278209,1974522,1161011,3390894,1739943,1013092,317185,282622,22848,2494,54203,46397,48030,37568,623681,,,,
1997_OREGON,OR,1997,537675,3477420,191660,1826329,1459431,3792572,1992346,1156521,127783,395441,-315152,781,38976,41710,42466,34419,541346,,,,
1997_PENNSYLVANIA,PA,1997,1781383,15184431,781493,5695856,8707082,15777276,8216134,4229482,598223,1400173,-592845,2979,129198,138585,135882,117432,1815151,,,,
1997_RHODE_ISLAND,RI,1997,150433,1185534,63214,470876,651444,1175638,740878,336147,47227,21853,9896,629,11397,12083,11272,8633,153321,,,,
1997_SOUTH_CAROLINA,SC,1997,641925,3874045,303240,2027332,1543473,3921465,1958816,1110236,246858,509633,-47420,8699,46748,51992,50775,36576,659273,,,,
1997_SOUTH_DAKOTA,SD,1997,135601,747462,70568,265354,411540,711052,390953,206419,33050,63192,36410,924,10465,10375,11370,9939,142443,,,,
1997_TENNESSEE,TN,1997,886517,4390879,359191,2114799,1916889,4695409,2656651,1222265,248981,479484,-304530,11784,74912,67196,64518,48881,893044,,,,
1997_TEXAS,TX,1997,3826366,23091567,1688975,9878849,11523743,23671010,12038459,6338637,1153593,3147085,-579443,135616,289683,296894,292648,206928,3891877,,,,
1997_UTAH,UT,1997,479812,2187279,140044,1367806,679429,2178778,1176955,504640,160763,282827,8501,3806,35310,35306,36365,35900,482957,,,,
1997_VERMONT,VT,1997,101584,1022546,37631,232557,752358,1069297,461439,229220,25761,96165,-46751,1222,7281,8029,8375,6831,105984,,,,
1997_VIRGINIA,VA,1997,1096279,7345090,356767,2938616,4049707,7436340,3852814,2154066,383787,831898,-91250,4036,85729,83447,82753,66430,1110815,,,,
1997_WASHINGTON,WA,1997,974504,6667626,388123,4443435,1836068,6792261,3356299,1986859,293323,897137,-124635,6671,72922,75322,76664,64731,991235,,,,
1997_WEST_VIRGINIA,WV,1997,303441,2053981,170220,1286247,597514,2018185,1131889,586187,140495,144209,35796,4838,22282,21405,23002,21765,301419,,,,
1997_WISCONSIN,WI,1997,879021,6724752,288586,3681682,2754484,6990489,3747953,1988121,226505,761190,-265737,19627,60932,63661,66601,63188,881780,,,,
1997_WYOMING,WY,1997,98777,660079,43171,320566,296342,695127,362705,206739,23104,84230,-35048,,6496,7061,8232,7077,97115,,,,
1998_ALABAMA,AL,1998,739321,4140537,374153,2589819,1176565,4245033,2218693,1155492,357731,458351,-104496,10341,58055,58610,57105,43957,747980,,,211,255
1998_ALASKA,AK,1998,130633,1206195,157335,745814,303046,1222893,680848,376448,42456,104903,-16698,2017,9838,10555,10497,8403,135373,,,,
1998_ARIZONA,AZ,1998,794331,4675296,470398,2000801,2204097,4726098,2091741,1315931,279785,759108,-50802,5209,65312,67764,63943,45813,848262,,,206,260
