,State,Year,Total_Revenue,Total_Expenditure,Net,Grade_PK,Grades_All,Grade_12,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region
548,Pennsylvania,2002,18586743.0,20018554.0,-1431811,2684.0,1816747.0,126894.0,,,221.0,265.0,Northeast
549,Rhode Island,2002,1633707.0,1600087.0,33620,1209.0,159205.0,9856.0,,,220.0,262.0,Northeast
550,South Carolina,2002,5627004.0,5897462.0,-270458,20064.0,694389.0,37515.0,,,214.0,258.0,South
551,South Dakota,2002,930874.0,981977.0,-51103,2255.0,130048.0,9768.0,,,,,Midwest
552,Tennessee,2002,5785857.0,6363357.0,-577500,15952.0,927608.0,53273.0,,,214.0,260.0,South
553,Texas,2002,32802734.0,35668486.0,-2865752,183740.0,4259823.0,238882.0,,,217.0,262.0,South
554,Utah,2002,2865058.0,2924051.0,-58993,7865.0,489262.0,34790.0,,,222.0,263.0,West
555,Vermont,2002,1387074.0,1392880.0,-5806,2800.0,99978.0,7398.0,,,227.0,272.0,Northeast
556,Virginia,2002,9914221.0,10209197.0,-294976,14507.0,1177229.0,75944.0,,,225.0,269.0,South
557,Washington,2002,8250593.0,8362656.0,-112063,9802.0,1014798.0,72354.0,,,224.0,268.0,West
558,West Virginia,2002,2413744.0,2427316.0,-13572,7734.0,282455.0,18416.0,,,219.0,264.0,South
559,Wisconsin,2002,8624767.0,8863966.0,-239199,26092.0,881231.0,68714.0,,,,,Midwest
560,Wyoming,2002,908719.0,868607.0,40112,1668.0,88116.0,6631.0,,,221.0,265.0,West
561,Alabama,2003,5196054.0,5298932.0,-102878,1852.0,731220.0,42005.0,223.0,262.0,207.0,253.0,South
562,Alaska,2003,1425948.0,1610289.0,-184341,1883.0,133933.0,8651.0,233.0,279.0,212.0,256.0,West
563,Arizona,2003,6529894.0,6210287.0,319607,9376.0,1012068.0,68815.0,229.0,271.0,209.0,255.0,West
564,Arkansas,2003,3241275.0,3242799.0,-1524,2573.0,454523.0,28840.0,229.0,266.0,214.0,258.0,South
565,California,2003,59815855.0,59749885.0,65970,114939.0,6413867.0,395194.0,227.0,267.0,206.0,251.0,West
566,Colorado,2003,6297242.0,6685029.0,-387787,19993.0,757693.0,48924.0,235.0,283.0,224.0,268.0,West
567,Connecticut,2003,6959891.0,6751815.0,208076,11823.0,577203.0,37229.0,241.0,284.0,228.0,267.0,Northeast
568,Delaware,2003,1242436.0,1317447.0,-75011,642.0,117668.0,7292.0,236.0,277.0,224.0,265.0,South
570,Florida,2003,19549835.0,20180142.0,-630307,49588.0,2587628.0,144764.0,234.0,271.0,218.0,257.0,South
571,Georgia,2003,13524807.0,13516783.0,8024,36486.0,1522611.0,81381.0,230.0,270.0,214.0,258.0,South
572,Hawaii,2003,2078877.0,1602392.0,476485,1175.0,183609.0,10627.0,227.0,266.0,208.0,251.0,West
573,Idaho,2003,1685984.0,1726941.0,-40957,2672.0,252120.0,17462.0,235.0,280.0,218.0,264.0,West
574,Illinois,2003,19627346.0,21278177.0,-1650831,67148.0,2100961.0,136974.0,233.0,277.0,216.0,266.0,Midwest
575,Indiana,2003,8246076.0,9777720.0,-1531644,5561.0,1011130.0,63632.0,238.0,281.0,220.0,265.0,Midwest
576,Iowa,2003,4374803.0,4517990.0,-143187,6907.0,481226.0,36834.0,238.0,284.0,223.0,268.0,Midwest
577,Kansas,2003,4068800.0,3818740.0,250060,2446.0,470490.0,33819.0,242.0,284.0,220.0,266.0,Midwest
578,Kentucky,2003,4872025.0,4700494.0,171531,32034.0,663369.0,38834.0,229.0,274.0,219.0,266.0,South
579,Louisiana,2003,5478321.0,5515322.0,-37001,23187.0,727709.0,41270.0,226.0,266.0,205.0,253.0,South
580,Maine,2003,2162605.0,2154117.0,8488,1797.0,202084.0,14538.0,238.0,282.0,224.0,268.0,Northeast
581,Maryland,2003,8700979.0,8732518.0,-31539,21391.0,869113.0,55897.0,233.0,278.0,219.0,262.0,South
582,Massachusetts,2003,11591832.0,11382398.0,209434,22533.0,980459.0,62389.0,242.0,287.0,228.0,273.0,Northeast
583,Michigan,2003,18488359.0,19680370.0,-1192011,21724.0,1757604.0,108688.0,236.0,276.0,219.0,264.0,Midwest
584,Minnesota,2003,8484497.0,8938770.0,-454273,10876.0,842854.0,72608.0,242.0,291.0,223.0,268.0,Midwest
585,Mississippi,2003,3260771.0,3205193.0,55578,2208.0,493540.0,25918.0,223.0,261.0,205.0,255.0,South
586,Missouri,2003,7622601.0,7905481.0,-282880,11215.0,905941.0,61626.0,235.0,279.0,222.0,267.0,Midwest
587,Montana,2003,1205602.0,1214879.0,-9277,664.0,148356.0,11258.0,236.0,286.0,223.0,270.0,West
588,Nebraska,2003,2600831.0,2623966.0,-23135,5920.0,285542.0,21872.0,236.0,282.0,221.0,266.0,Midwest
589,Nevada,2003,2778564.0,3009028.0,-230464,2778.0,385401.0,18700.0,228.0,268.0,207.0,252.0,West
590,New Hampshire,2003,2028602.0,2122604.0,-94002,2221.0,207417.0,14445.0,243.0,286.0,228.0,271.0,Northeast
591,New Jersey,2003,19785039.0,19812932.0,-27893,22746.0,1380753.0,84539.0,239.0,281.0,225.0,268.0,Northeast
592,New Mexico,2003,2626262.0,2658140.0,-31878,3976.0,323066.0,19505.0,223.0,263.0,203.0,252.0,West
593,New York,2003,38033080.0,41603390.0,-3570310,41456.0,2864775.0,163362.0,236.0,280.0,222.0,265.0,Northeast
594,North Carolina,2003,9907235.0,9989670.0,-82435,11686.0,1360209.0,75918.0,242.0,281.0,221.0,262.0,South
595,North Dakota,2003,882913.0,895278.0,-12365,752.0,102233.0,8313.0,238.0,287.0,222.0,270.0,Midwest
596,Ohio,2003,18018740.0,18760200.0,-741460,26151.0,1845428.0,127993.0,238.0,282.0,222.0,267.0,Midwest
597,Oklahoma,2003,4426835.0,4376502.0,50333,30203.0,626160.0,38601.0,229.0,272.0,214.0,262.0,South
598,Oregon,2003,4592019.0,4978764.0,-386745,399.0,551273.0,40702.0,236.0,281.0,218.0,264.0,West
599,Pennsylvania,2003,19811545.0,20626459.0,-814914,2588.0,1821146.0,131199.0,236.0,279.0,219.0,264.0,Northeast
600,Rhode Island,2003,1728055.0,1646238.0,81817,1473.0,159375.0,9957.0,230.0,272.0,216.0,261.0,Northeast
601,South Carolina,2003,5709707.0,6024747.0,-315040,20107.0,699198.0,38273.0,236.0,277.0,215.0,258.0,South
602,South Dakota,2003,965778.0,993823.0,-28045,2132.0,125537.0,9566.0,237.0,285.0,222.0,270.0,Midwest
603,Tennessee,2003,5994756.0,6482671.0,-487915,16786.0,936682.0,54115.0,228.0,268.0,212.0,258.0,South
604,Texas,2003,35143236.0,37333674.0,-2190438,194150.0,4331751.0,243490.0,237.0,277.0,215.0,259.0,South
605,Utah,2003,2875622.0,2957874.0,-82252,8598.0,495981.0,34629.0,235.0,281.0,219.0,264.0,West
606,Vermont,2003,1451171.0,1440961.0,10210,3027.0,99103.0,7614.0,242.0,286.0,226.0,271.0,Northeast
607,Virginia,2003,10504167.0,10746679.0,-242512,16524.0,1192092.0,76477.0,239.0,282.0,223.0,268.0,South
608,Washington,2003,8565636.0,8802387.0,-236751,11352.0,1021349.0,74338.0,238.0,281.0,221.0,264.0,West
609,West Virginia,2003,2497707.0,2524444.0,-26737,7911.0,281215.0,18554.0,231.0,271.0,219.0,260.0,South
610,Wisconsin,2003,8931497.0,9128279.0,-196782,26668.0,880031.0,69389.0,237.0,284.0,221.0,266.0,Midwest
611,Wyoming,2003,962240.0,915515.0,46725,2184.0,87462.0,6500.0,241.0,284.0,222.0,267.0,West
612,Alabama,2004,5356113.0,5450269.0,-94156,1994.0,730140.0,42672.0,,,,,South
613,Alaska,2004,1477152.0,1647250.0,-170098,1760.0,132970.0,8766.0,,,,,West
614,Arizona,2004,7117923.0,6731212.0,386711,9730.0,1043298.0,71035.0,,,,,West
615,Arkansas,2004,3385818.0,3539569.0,-153751,7688.0,463115.0,28640.0,,,,,South
616,California,2004,60162326.0,62647953.0,-2485627,119410.0,6441557.0,409576.0,,,,,West
617,Colorado,2004,6527456.0,6869975.0,-342519,21256.0,765976.0,50387.0,,,,,West
618,Connecticut,2004,7276945.0,7087023.0,189922,12448.0,577390.0,38340.0,,,,,Northeast
619,Delaware,2004,1334523.0,1373416.0,-38893,670.0,119091.0,7390.0,,,,,South
621,Florida,2004,21623923.0,21896220.0,-272297,47995.0,2639336.0,149810.0,,,,,South
622,Georgia,2004,14136215.0,13779680.0,356535,37791.0,1553437.0,83872.0,,,,,South
623,Hawaii,2004,2138137.0,1734591.0,403546,1288.0,183185.0,10794.0,,,,,West
624,Idaho,2004,1733838.0,1744954.0,-11116,2585.0,256084.0,17506.0,,,,,West
625,Illinois,2004,21082441.0,21681903.0,-599462,68764.0,2097503.0,132658.0,,,,,Midwest
626,Indiana,2004,10423578.0,10312694.0,110884,7967.0,1021348.0,63316.0,,,,,Midwest
627,Iowa,2004,4396136.0,4443289.0,-47153,6108.0,478319.0,36434.0,,,,,Midwest
628,Kansas,2004,4377709.0,3982036.0,395673,2486.0,469136.0,33593.0,,,,,Midwest
629,Kentucky,2004,5135262.0,5259909.0,-124647,37916.0,674796.0,39200.0,,,,,South
630,Louisiana,2004,5713792.0,5708535.0,5257,23467.0,724281.0,40034.0,,,,,South
631,Maine,2004,2228749.0,2291174.0,-62425,1747.0,198820.0,14402.0,,,,,Northeast
632,Maryland,2004,9123493.0,8921938.0,201555,23380.0,865561.0,57432.0,,,,,South
633,Massachusetts,2004,11979937.0,12033345.0,-53408,23281.0,975574.0,63852.0,,,,,Northeast
634,Michigan,2004,18663799.0,20060708.0,-1396909,20360.0,1751290.0,111055.0,,,,,Midwest
635,Minnesota,2004,8688315.0,8963393.0,-275078,11173.0,838503.0,71636.0,,,,,Midwest
636,Mississippi,2004,3481643.0,3473928.0,7715,2623.0,495376.0,25801.0,,,,,South
637,Missouri,2004,7893957.0,7896438.0,-2481,13602.0,905449.0,61838.0,,,,,Midwest
638,Montana,2004,1270790.0,1241417.0,29373,759.0,146705.0,11173.0,,,,,West
639,Nebraska,2004,2734724.0,2667987.0,66737,6114.0,285761.0,21557.0,,,,,Midwest
640,Nevada,2004,3069531.0,3228619.0,-159088,2894.0,400083.0,21385.0,,,,,West
641,New Hampshire,2004,2194562.0,2236010.0,-41448,2360.0,206852.0,14847.0,,,,,Northeast
642,New Jersey,2004,21398391.0,21467607.0,-69216,25211.0,1393347.0,88378.0,,,,,Northeast
643,New Mexico,2004,2855893.0,2882631.0,-26738,5322.0,326102.0,19518.0,,,,,West
644,New York,2004,40820776.0,42953568.0,-2132792,39801.0,2836337.0,166975.0,,,,,Northeast
645,North Carolina,2004,10569600.0,10263463.0,306137,12468.0,1385754.0,79257.0,,,,,South
646,North Dakota,2004,925393.0,957480.0,-32087,1089.0,100513.0,8143.0,,,,,Midwest
647,Ohio,2004,18878773.0,19375400.0,-496627,26119.0,1840032.0,127379.0,,,,,Midwest
648,Oklahoma,2004,4622080.0,4400069.0,222011,31803.0,629476.0,37938.0,,,,,South
649,Oregon,2004,5086083.0,5393871.0,-307788,988.0,552505.0,41125.0,,,,,West
650,Pennsylvania,2004,21104028.0,22054811.0,-950783,7154.0,1828089.0,132551.0,,,,,Northeast
651,Rhode Island,2004,1836758.0,1745707.0,91051,1633.0,156498.0,10533.0,,,,,Northeast
652,South Carolina,2004,5961494.0,6138231.0,-176737,20961.0,703736.0,38736.0,,,,,South
653,South Dakota,2004,1007135.0,1012096.0,-4961,1173.0,122798.0,9389.0,,,,,Midwest
654,Tennessee,2004,6349101.0,6738601.0,-389500,8132.0,941091.0,55490.0,,,,,South
655,Texas,2004,36055119.0,38150452.0,-2095333,204665.0,4405215.0,247655.0,,,,,South
656,Utah,2004,2997200.0,3066684.0,-69484,9036.0,503607.0,35671.0,,,,,West
657,Vermont,2004,1525776.0,1550157.0,-24381,3714.0,98352.0,7552.0,,,,,Northeast
658,Virginia,2004,11151172.0,11404055.0,-252883,18376.0,1204739.0,77965.0,,,,,South
659,Washington,2004,8790531.0,9009980.0,-219449,11921.0,1020005.0,74121.0,,,,,West
660,West Virginia,2004,2585084.0,2603996.0,-18912,7989.0,280129.0,18319.0,,,,,South
661,Wisconsin,2004,9183588.0,9126345.0,57243,27444.0,864757.0,69510.0,,,,,Midwest
662,Wyoming,2004,974888.0,953916.0,20972,374.0,84733.0,6323.0,,,,,West
663,Alabama,2005,5889966.0,5904664.0,-14698,2623.0,741761.0,43452.0,225.0,262.0,208.0,252.0,South
664,Alaska,2005,1599739.0,1751718.0,-151979,1914.0,133288.0,9578.0,236.0,279.0,211.0,259.0,West
665,Arizona,2005,7550109.0,7136794.0,413315,9979.0,1094454.0,79180.0,230.0,274.0,207.0,255.0,West
666,Arkansas,2005,3978240.0,3999608.0,-21368,10372.0,474206.0,29351.0,236.0,272.0,217.0,258.0,South
668,Colorado,2005,6910296.0,7284280.0,-373984,23211.0,779826.0,51818.0,239.0,281.0,224.0,265.0,West
669,Connecticut,2005,7898694.0,7452057.0,446637,12774.0,575059.0,38662.0,242.0,281.0,226.0,264.0,Northeast
670,Delaware,2005,1431710.0,1480157.0,-48447,680.0,120937.0,7555.0,240.0,281.0,226.0,266.0,South
672,Florida,2005,23216404.0,23857012.0,-640608,47240.0,2675024.0,157545.0,239.0,274.0,219.0,256.0,South
673,Georgia,2005,14724731.0,14492666.0,232065,38633.0,1598461.0,87800.0,234.0,272.0,214.0,257.0,South
674,Hawaii,2005,2274166.0,1765805.0,508361,1412.0,182818.0,10899.0,230.0,266.0,210.0,249.0,West
675,Idaho,2005,1796035.0,1819519.0,-23484,2784.0,261982.0,17876.0,242.0,281.0,222.0,264.0,West
676,Illinois,2005,21611180.0,22035569.0,-424389,72131.0,2111706.0,138518.0,233.0,278.0,216.0,264.0,Midwest
677,Indiana,2005,11653165.0,11071431.0,581734,10501.0,1035074.0,67050.0,240.0,282.0,218.0,261.0,Midwest
678,Iowa,2005,4638125.0,4599549.0,38576,6826.0,483482.0,37611.0,240.0,284.0,221.0,267.0,Midwest
679,Kansas,2005,4223632.0,4076597.0,147035,1837.0,467525.0,32870.0,246.0,284.0,220.0,267.0,Midwest
680,Kentucky,2005,5444309.0,5750671.0,-306362,38125.0,679878.0,39157.0,231.0,274.0,220.0,264.0,South
681,Louisiana,2005,5975074.0,5941561.0,33513,23328.0,654526.0,36735.0,230.0,268.0,209.0,253.0,South
682,Maine,2005,2324789.0,2325138.0,-349,1894.0,195498.0,14683.0,241.0,281.0,225.0,270.0,Northeast
683,Maryland,2005,9906219.0,9782665.0,123554,24219.0,860020.0,58766.0,238.0,278.0,220.0,261.0,South
684,Massachusetts,2005,12976279.0,12726283.0,249996,24617.0,971909.0,65635.0,247.0,292.0,231.0,274.0,Northeast
685,Michigan,2005,19106382.0,20489512.0,-1383130,25009.0,1742282.0,113351.0,238.0,277.0,218.0,261.0,Midwest
686,Minnesota,2005,8777363.0,9082593.0,-305230,11633.0,839243.0,72173.0,246.0,290.0,225.0,268.0,Midwest
687,Mississippi,2005,3639643.0,3610904.0,28739,2488.0,494954.0,26383.0,227.0,262.0,204.0,251.0,South
688,Missouri,2005,8340865.0,8170965.0,169900,17848.0,917705.0,62632.0,235.0,276.0,221.0,265.0,Midwest
689,Montana,2005,1293070.0,1268328.0,24742,798.0,145416.0,11095.0,241.0,286.0,225.0,269.0,West
690,Nebraska,2005,2895640.0,2708776.0,186864,6463.0,286646.0,21419.0,238.0,284.0,221.0,267.0,Midwest
691,Nevada,2005,3381646.0,3483540.0,-101894,2812.0,412395.0,20501.0,230.0,270.0,207.0,253.0,West
692,New Hampshire,2005,2332695.0,2333264.0,-569,2525.0,205767.0,15001.0,246.0,285.0,227.0,270.0,Northeast
693,New Jersey,2005,23026334.0,23023365.0,2969,26794.0,1395602.0,92175.0,244.0,284.0,223.0,269.0,Northeast
694,New Mexico,2005,2982991.0,3011696.0,-28705,6070.0,326758.0,19119.0,224.0,263.0,207.0,251.0,West
695,New York,2005,43936450.0,45086872.0,-1150422,40519.0,2815581.0,173867.0,238.0,280.0,223.0,265.0,Northeast
696,North Carolina,2005,11098165.0,10917913.0,180252,9847.0,1416436.0,82267.0,241.0,282.0,217.0,258.0,South
697,North Dakota,2005,969520.0,985502.0,-15982,1052.0,98283.0,7889.0,243.0,287.0,225.0,270.0,Midwest
698,Ohio,2005,19746239.0,19785561.0,-39322,29791.0,1839683.0,130436.0,242.0,283.0,223.0,267.0,Midwest
699,Oklahoma,2005,4892548.0,4785987.0,106561,33418.0,634739.0,38013.0,234.0,271.0,214.0,260.0,South
700,Oregon,2005,5022050.0,5597579.0,-575529,1049.0,552194.0,39414.0,238.0,282.0,217.0,263.0,West
701,Pennsylvania,2005,22657782.0,23183924.0,-526142,8790.0,1830684.0,135778.0,241.0,281.0,223.0,267.0,Northeast
702,Rhode Island,2005,1903472.0,1790591.0,112881,1688.0,153422.0,10587.0,233.0,272.0,216.0,261.0,Northeast
703,South Carolina,2005,6337711.0,6572191.0,-234480,21604.0,701544.0,40327.0,238.0,281.0,213.0,257.0,South
704,South Dakota,2005,1053504.0,1059303.0,-5799,1217.0,122012.0,8956.0,242.0,287.0,222.0,269.0,Midwest
705,Tennessee,2005,6806262.0,7067521.0,-261259,10190.0,953928.0,56949.0,232.0,271.0,214.0,259.0,South
706,Texas,2005,37783715.0,40302144.0,-2518429,207967.0,4525394.0,257151.0,242.0,281.0,219.0,258.0,South
707,Utah,2005,3181279.0,3188018.0,-6739,3933.0,508430.0,36923.0,239.0,279.0,221.0,262.0,West
708,Vermont,2005,1628681.0,1634534.0,-5853,4061.0,96638.0,7499.0,244.0,287.0,227.0,269.0,Northeast
709,Virginia,2005,12182657.0,12385157.0,-202500,19868.0,1213616.0,78913.0,240.0,284.0,226.0,268.0,South
710,Washington,2005,9141383.0,9399603.0,-258220,12735.0,1031985.0,76505.0,242.0,285.0,223.0,265.0,West
711,West Virginia,2005,2701056.0,2698703.0,2353,8942.0,280866.0,18022.0,231.0,269.0,215.0,255.0,South
712,Wisconsin,2005,9584108.0,9433502.0,150606,31218.0,875174.0,69665.0,241.0,285.0,221.0,266.0,Midwest
713,Wyoming,2005,1132160.0,1033603.0,98557,439.0,84409.0,6079.0,243.0,282.0,223.0,268.0,West
714,Alabama,2006,6364028.0,6591429.0,-227401,3872.0,743632.0,44471.0,,,,,South
715,Alaska,2006,1625138.0,1817656.0,-192518,1832.0,132608.0,10039.0,,,,,West
716,Arizona,2006,8084068.0,7934177.0,149891,14905.0,1068249.0,71388.0,,,,,West
717,Arkansas,2006,4247664.0,4343877.0,-96213,10895.0,476409.0,29617.0,,,,,South
718,California,2006,66302860.0,68722432.0,-2419572,119824.0,6406750.0,443253.0,,,,,West
719,Colorado,2006,7295561.0,7803324.0,-507763,24554.0,794026.0,53922.0,,,,,West
720,Connecticut,2006,8436197.0,7982143.0,454054,13577.0,575100.0,40027.0,,,,,Northeast
721,Delaware,2006,1544615.0,1646885.0,-102270,662.0,122254.0,7482.0,,,,,South
723,Florida,2006,25423686.0,26609155.0,-1185469,46117.0,2671513.0,162952.0,,,,,South
724,Georgia,2006,16165924.0,15839227.0,326697,39318.0,1629157.0,90402.0,,,,,South
725,Hawaii,2006,2705532.0,1939968.0,765564,1486.0,180728.0,10675.0,,,,,West
726,Idaho,2006,1875346.0,1903720.0,-28374,2787.0,267380.0,18322.0,,,,,West
727,Illinois,2006,22724326.0,22622323.0,102003,75275.0,2118276.0,143366.0,,,,,Midwest
728,Indiana,2006,11578988.0,11260755.0,318233,10148.0,1045940.0,69654.0,,,,,Midwest
729,Iowa,2006,4898509.0,4930613.0,-32104,8255.0,483122.0,38448.0,,,,,Midwest
730,Kansas,2006,4648920.0,4439000.0,209920,14074.0,469506.0,32471.0,,,,,Midwest
731,Kentucky,2006,6002056.0,6112978.0,-110922,36518.0,683152.0,40267.0,,,,,South
732,Louisiana,2006,6780668.0,6032182.0,748486,24022.0,675851.0,38582.0,,,,,South
733,Maine,2006,2381908.0,2381439.0,469,2323.0,193986.0,14829.0,,,,,Northeast
734,Maryland,2006,10697117.0,10585292.0,111825,25674.0,851640.0,60656.0,,,,,South
735,Massachusetts,2006,14160242.0,13503621.0,656621,24875.0,968661.0,67618.0,,,,,Northeast
736,Michigan,2006,19714584.0,20626758.0,-912174,26192.0,1722656.0,116774.0,,,,,Midwest
737,Minnesota,2006,9314477.0,9671933.0,-357456,12319.0,840565.0,73273.0,,,,,Midwest
738,Mississippi,2006,4279581.0,4066036.0,213545,2685.0,495026.0,26732.0,,,,,South
739,Missouri,2006,8846493.0,8654672.0,191821,20927.0,920353.0,63755.0,,,,,Midwest
740,Montana,2006,1375638.0,1377599.0,-1961,794.0,144418.0,10870.0,,,,,West
741,Nebraska,2006,3107061.0,2867250.0,239811,6933.0,287580.0,21527.0,,,,,Midwest
742,Nevada,2006,3691628.0,4022979.0,-331351,2937.0,424766.0,21352.0,,,,,West
743,New Hampshire,2006,2459051.0,2494247.0,-35196,2531.0,203572.0,15492.0,,,,,Northeast
744,New Jersey,2006,23915685.0,24177714.0,-262029,27952.0,1388850.0,94685.0,,,,,Northeast
745,New Mexico,2006,3094036.0,3099738.0,-5702,5852.0,328220.0,19329.0,,,,,West
746,New York,2006,47018793.0,48359774.0,-1340981,44649.0,2809649.0,179030.0,,,,,Northeast
747,North Carolina,2006,11709885.0,11725031.0,-15146,16601.0,1444481.0,84556.0,,,,,South
748,North Dakota,2006,1008339.0,1017084.0,-8745,977.0,96670.0,7818.0,,,,,Midwest
749,Ohio,2006,20957714.0,20589584.0,368130,30774.0,1836722.0,131200.0,,,,,Midwest
750,Oklahoma,2006,5120286.0,5094695.0,25591,34378.0,639391.0,38453.0,,,,,South
751,Oregon,2006,5429145.0,5386128.0,43017,1147.0,562574.0,43833.0,,,,,West
752,Pennsylvania,2006,23950553.0,24195122.0,-244569,10953.0,1871060.0,153112.0,,,,,Northeast
753,Rhode Island,2006,2004709.0,1983578.0,21131,1764.0,151612.0,10832.0,,,,,Northeast
754,South Carolina,2006,6752813.0,7148083.0,-395270,22217.0,708021.0,41588.0,,,,,South
755,South Dakota,2006,1086433.0,1052315.0,34118,1248.0,121158.0,8795.0,,,,,Midwest
756,Tennessee,2006,7195519.0,7395357.0,-199838,12323.0,978368.0,59904.0,,,,,South
757,Texas,2006,41142403.0,43394244.0,-2251841,212137.0,4599509.0,263224.0,,,,,South
758,Utah,2006,3381146.0,3371338.0,9808,3814.0,523386.0,36425.0,,,,,West
759,Vermont,2006,1725093.0,1711762.0,13331,4308.0,95399.0,7599.0,,,,,Northeast
760,Virginia,2006,13153845.0,13481336.0,-327491,20391.0,1220440.0,82901.0,,,,,South
761,Washington,2006,9679682.0,9915617.0,-235935,9082.0,1026774.0,77160.0,,,,,West
762,West Virginia,2006,2814536.0,2852607.0,-38071,7469.0,281939.0,18508.0,,,,,South
763,Wisconsin,2006,9855692.0,9779642.0,76050,33821.0,876700.0,70699.0,,,,,Midwest
764,Wyoming,2006,1150345.0,1146527.0,3818,423.0,85193.0,6167.0,,,,,West
765,Alabama,2007,7069040.0,7196459.0,-127419,3592.0,742919.0,46200.0,229.0,266.0,216.0,252.0,South
766,Alaska,2007,1800616.0,1938755.0,-138139,1679.0,131029.0,10092.0,237.0,283.0,214.0,259.0,West
767,Arizona,2007,8724434.0,8709531.0,14903,15854.0,1087447.0,76275.0,232.0,276.0,210.0,255.0,West
768,Arkansas,2007,4415981.0,4779308.0,-363327,12795.0,479016.0,30708.0,238.0,274.0,217.0,258.0,South
769,California,2007,72516936.0,73225422.0,-708486,68002.0,6343471.0,468281.0,230.0,270.0,209.0,251.0,West
770,Colorado,2007,7689014.0,8039146.0,-350132,25649.0,801867.0,55334.0,240.0,286.0,224.0,266.0,West
771,Connecticut,2007,8913149.0,8685421.0,227728,14180.0,570626.0,40927.0,243.0,282.0,227.0,267.0,Northeast
772,Delaware,2007,1694929.0,1705204.0,-10275,583.0,122574.0,7681.0,242.0,283.0,225.0,265.0,South
774,Florida,2007,28898362.0,29849892.0,-951530,46917.0,2666811.0,169832.0,242.0,277.0,224.0,260.0,South
775,Georgia,2007,17755989.0,17389530.0,366459,39908.0,1649589.0,95443.0,235.0,275.0,219.0,259.0,South
776,Hawaii,2007,2985593.0,2199604.0,785989,1531.0,179897.0,11234.0,234.0,269.0,213.0,251.0,West
777,Idaho,2007,2011951.0,1960472.0,51479,2880.0,272119.0,18598.0,241.0,284.0,223.0,265.0,West
778,Illinois,2007,23897153.0,23401917.0,495236,77843.0,2112805.0,144342.0,237.0,280.0,219.0,263.0,Midwest
779,Indiana,2007,10458932.0,11462062.0,-1003130,10755.0,1046764.0,71755.0,245.0,285.0,222.0,264.0,Midwest
780,Iowa,2007,5194536.0,5198975.0,-4439,12487.0,485115.0,39114.0,243.0,285.0,225.0,267.0,Midwest
781,Kansas,2007,5038100.0,4823931.0,214169,13477.0,468295.0,33149.0,248.0,290.0,225.0,267.0,Midwest
782,Kentucky,2007,6226696.0,6351636.0,-124940,17985.0,666225.0,41958.0,235.0,279.0,222.0,262.0,South
783,Louisiana,2007,7048732.0,6657341.0,391391,26631.0,681038.0,37806.0,230.0,272.0,207.0,253.0,South
784,Maine,2007,2538161.0,2501127.0,37034,2635.0,196245.0,16322.0,242.0,286.0,226.0,270.0,Northeast
785,Maryland,2007,11674965.0,11541225.0,133740,27179.0,845700.0,61767.0,240.0,286.0,225.0,265.0,South
786,Massachusetts,2007,14407777.0,14315518.0,92259,25853.0,962958.0,68757.0,252.0,298.0,236.0,273.0,Northeast
787,Michigan,2007,20576110.0,19839838.0,736272,27207.0,1692739.0,126380.0,238.0,277.0,220.0,260.0,Midwest
788,Minnesota,2007,9693509.0,10030105.0,-336596,12795.0,837578.0,74749.0,247.0,292.0,225.0,268.0,Midwest
789,Mississippi,2007,4220926.0,4158733.0,62193,2805.0,494122.0,27688.0,228.0,265.0,208.0,250.0,South
790,Missouri,2007,8908844.0,9245525.0,-336681,22691.0,917188.0,65443.0,239.0,281.0,221.0,263.0,Midwest
791,Montana,2007,1474306.0,1442434.0,31872,539.0,142823.0,11057.0,244.0,287.0,227.0,271.0,West
792,Nebraska,2007,3234014.0,3117931.0,116083,10091.0,291244.0,22400.0,238.0,284.0,223.0,267.0,Midwest
793,Nevada,2007,4006081.0,4346371.0,-340290,2834.0,429362.0,21828.0,232.0,271.0,211.0,252.0,West
794,New Hampshire,2007,2600123.0,2608190.0,-8067,2614.0,200772.0,15959.0,249.0,288.0,229.0,270.0,Northeast
795,New Jersey,2007,25293076.0,25572112.0,-279036,28540.0,1382348.0,97078.0,249.0,289.0,231.0,270.0,Northeast
796,New Mexico,2007,3272953.0,3279467.0,-6514,5378.0,329040.0,19594.0,228.0,268.0,212.0,251.0,West
797,New York,2007,50762544.0,51253984.0,-491440,48561.0,2765435.0,185680.0,243.0,280.0,224.0,264.0,Northeast
798,North Carolina,2007,13063307.0,12794086.0,269221,16927.0,1489492.0,85893.0,242.0,284.0,218.0,259.0,South
799,North Dakota,2007,1045678.0,1042175.0,3503,909.0,95059.0,7662.0,245.0,292.0,226.0,268.0,Midwest
800,Ohio,2007,22142424.0,21336580.0,805844,32815.0,1827184.0,134417.0,245.0,285.0,226.0,268.0,Midwest
801,Oklahoma,2007,5491931.0,5505213.0,-13282,35270.0,642065.0,39321.0,237.0,275.0,217.0,260.0,South
802,Oregon,2007,5648586.0,5634955.0,13631,1310.0,565586.0,45559.0,236.0,284.0,215.0,266.0,West
803,Pennsylvania,2007,25334577.0,25627083.0,-292506,12490.0,1801971.0,139930.0,244.0,286.0,226.0,268.0,Northeast
