,State,Year,Total_Revenue,Total_Expenditure,Net,Grade_PK,Grades_All,Grade_12,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region
804,Rhode Island,2007,2100679.0,2082332.0,18347,1770.0,147629.0,10848.0,236.0,275.0,219.0,258.0,Northeast
805,South Carolina,2007,7130274.0,7660995.0,-530721,22812.0,712317.0,39459.0,237.0,282.0,214.0,257.0,South
806,South Dakota,2007,1136570.0,1096568.0,40002,1335.0,121606.0,8901.0,241.0,288.0,223.0,270.0,Midwest
807,Tennessee,2007,7617488.0,7817659.0,-200171,14937.0,964259.0,62040.0,233.0,274.0,216.0,259.0,South
808,Texas,2007,44355326.0,45920825.0,-1565499,217751.0,4674832.0,273867.0,242.0,286.0,220.0,261.0,South
809,Utah,2007,3656090.0,3618540.0,37550,9487.0,576244.0,40375.0,239.0,281.0,221.0,262.0,West
810,Vermont,2007,1836316.0,1804519.0,31797,4556.0,94038.0,7714.0,246.0,291.0,228.0,273.0,Northeast
811,Virginia,2007,14176385.0,14700853.0,-524468,28684.0,1230857.0,85413.0,244.0,288.0,227.0,267.0,South
812,Washington,2007,10350748.0,10682397.0,-331649,10012.0,1030247.0,78429.0,243.0,285.0,224.0,265.0,West
813,West Virginia,2007,2905489.0,2983267.0,-77778,12247.0,282535.0,18625.0,236.0,270.0,215.0,255.0,South
814,Wisconsin,2007,10154985.0,9988878.0,166107,37773.0,874633.0,72380.0,244.0,286.0,223.0,264.0,Midwest
815,Wyoming,2007,1477891.0,1390344.0,87547,413.0,86422.0,6246.0,244.0,287.0,225.0,266.0,West
816,Alabama,2008,7726213.0,7847387.0,-121174,6470.0,745668.0,46763.0,,,,,South
817,Alaska,2008,2188587.0,2274819.0,-86232,1905.0,130662.0,9787.0,,,,,West
818,Arizona,2008,9272152.0,9581201.0,-309049,16748.0,1087817.0,76735.0,,,,,West
819,Arkansas,2008,4608356.0,4720720.0,-112364,13254.0,478965.0,30256.0,,,,,South
820,California,2008,74626928.0,76618865.0,-1991937,70497.0,6322528.0,476156.0,,,,,West
821,Colorado,2008,8070129.0,8884786.0,-814657,28280.0,818443.0,55936.0,,,,,West
822,Connecticut,2008,9322225.0,9046750.0,275475,14952.0,567198.0,40743.0,,,,,Northeast
823,Delaware,2008,1694998.0,1746925.0,-51927,738.0,125430.0,8120.0,,,,,South
825,Florida,2008,30001821.0,31219589.0,-1217768,48233.0,2631020.0,167705.0,,,,,South
826,Georgia,2008,18683630.0,19172087.0,-488457,40726.0,1655792.0,96131.0,,,,,South
827,Hawaii,2008,2541703.0,2242408.0,299295,1607.0,179478.0,11326.0,,,,,West
828,Idaho,2008,2151476.0,2001328.0,150148,2797.0,275051.0,18826.0,,,,,West
829,Illinois,2008,25431714.0,25696866.0,-265152,92782.0,2119707.0,147796.0,,,,,Midwest
830,Indiana,2008,11340157.0,10865851.0,474306,11487.0,1046147.0,72989.0,,,,,Midwest
831,Iowa,2008,5496908.0,5495756.0,1152,17022.0,487559.0,38050.0,,,,,Midwest
832,Kansas,2008,5378095.0,5122049.0,256046,14271.0,471060.0,32267.0,,,,,Midwest
833,Kentucky,2008,6637062.0,6793215.0,-156153,18660.0,670030.0,43326.0,,,,,South
834,Louisiana,2008,7751886.0,7599993.0,151893,28564.0,684873.0,38234.0,,,,,South
835,Maine,2008,2594335.0,2582293.0,12042,2893.0,192935.0,15423.0,,,,,Northeast
836,Maryland,2008,13098112.0,12739693.0,358419,26821.0,843861.0,60916.0,,,,,South
837,Massachusetts,2008,14633578.0,14631545.0,2033,26796.0,958910.0,68329.0,,,,,Northeast
838,Michigan,2008,20441973.0,20703780.0,-261807,29772.0,1659921.0,126352.0,,,,,Midwest
839,Minnesota,2008,10118118.0,10462624.0,-344506,13522.0,836048.0,74202.0,,,,,Midwest
840,Mississippi,2008,4449009.0,4363308.0,85701,3106.0,491962.0,28288.0,,,,,South
841,Missouri,2008,9335599.0,9900419.0,-564820,25435.0,917871.0,66266.0,,,,,Midwest
842,Montana,2008,1562815.0,1557678.0,5137,963.0,141899.0,10670.0,,,,,West
843,Nebraska,2008,3383157.0,3325663.0,57494,11046.0,292590.0,22246.0,,,,,Midwest
844,Nevada,2008,4338601.0,4881218.0,-542617,3393.0,433371.0,23330.0,,,,,West
845,New Hampshire,2008,2715463.0,2715961.0,-498,2834.0,197934.0,15419.0,,,,,Northeast
846,New Jersey,2008,25916004.0,26168480.0,-252476,30746.0,1381420.0,97515.0,,,,,Northeast
847,New Mexico,2008,3569311.0,3599724.0,-30413,6365.0,330245.0,19940.0,,,,,West
848,New York,2008,53147343.0,54870811.0,-1723468,50758.0,2740592.0,185896.0,,,,,Northeast
849,North Carolina,2008,13610326.0,13731201.0,-120875,24678.0,1488645.0,88724.0,,,,,South
850,North Dakota,2008,1104803.0,1085970.0,18833,1262.0,94728.0,7608.0,,,,,Midwest
851,Ohio,2008,22746589.0,21951104.0,795485,37873.0,1817163.0,134522.0,,,,,Midwest
852,Oklahoma,2008,5780151.0,5667749.0,112402,37726.0,645108.0,38798.0,,,,,South
853,Oregon,2008,6107684.0,6407512.0,-299828,11855.0,575393.0,46120.0,,,,,West
854,Pennsylvania,2008,26357235.0,26597713.0,-240478,13686.0,1775029.0,136937.0,,,,,Northeast
855,Rhode Island,2008,2173888.0,2175172.0,-1284,1985.0,145342.0,10709.0,,,,,Northeast
856,South Carolina,2008,7743317.0,8167262.0,-423945,23376.0,718113.0,43189.0,,,,,South
857,South Dakota,2008,1190917.0,1172715.0,18202,2626.0,126429.0,8831.0,,,,,Midwest
858,Tennessee,2008,8086152.0,8488521.0,-402369,16864.0,971950.0,65306.0,,,,,South
859,Texas,2008,46245975.0,50205827.0,-3959852,224759.0,4752148.0,280308.0,,,,,South
860,Utah,2008,4198001.0,4337917.0,-139916,9480.0,559778.0,37818.0,,,,,West
861,Vermont,2008,1888635.0,1888133.0,502,4698.0,93625.0,7520.0,,,,,Northeast
862,Virginia,2008,14768120.0,15236306.0,-468186,29987.0,1235795.0,87177.0,,,,,South
863,Washington,2008,11195224.0,11677666.0,-482442,10995.0,1037018.0,79916.0,,,,,West
864,West Virginia,2008,2965828.0,3068910.0,-103082,13150.0,282729.0,18914.0,,,,,South
865,Wisconsin,2008,10619354.0,10545964.0,73390,43161.0,873750.0,71799.0,,,,,Midwest
866,Wyoming,2008,1602514.0,1517325.0,85189,452.0,87161.0,6111.0,,,,,West
867,Alabama,2009,7186390.0,7815467.0,-629077,7774.0,748889.0,48164.0,228.0,269.0,216.0,255.0,South
868,Alaska,2009,2158970.0,2396412.0,-237442,2475.0,131661.0,9779.0,237.0,283.0,211.0,259.0,West
869,Arizona,2009,8802515.0,9580393.0,-777878,9175.0,1077831.0,79283.0,230.0,277.0,210.0,258.0,West
870,Arkansas,2009,4753142.0,5017352.0,-264210,13504.0,480559.0,30567.0,238.0,276.0,216.0,258.0,South
871,California,2009,73958896.0,74766086.0,-807190,71783.0,6263438.0,478503.0,232.0,270.0,210.0,253.0,West
872,Colorado,2009,8310673.0,8682489.0,-371816,29701.0,832368.0,58526.0,243.0,287.0,226.0,266.0,West
873,Connecticut,2009,9681268.0,9323053.0,358215,15689.0,563968.0,41029.0,245.0,289.0,229.0,272.0,Northeast
874,Delaware,2009,1718993.0,1798244.0,-79251,755.0,126801.0,8317.0,239.0,284.0,226.0,265.0,South
876,Florida,2009,26494500.0,28867429.0,-2372929,51495.0,2634522.0,172321.0,242.0,279.0,226.0,264.0,South
877,Georgia,2009,17972839.0,19025136.0,-1052297,41940.0,1667685.0,97779.0,236.0,278.0,218.0,260.0,South
878,Hawaii,2009,2689758.0,2318671.0,371087,1547.0,180196.0,10621.0,236.0,274.0,211.0,255.0,West
879,Idaho,2009,2182273.0,2078446.0,103827,2646.0,276299.0,19250.0,241.0,287.0,221.0,265.0,West
880,Illinois,2009,26987426.0,27716187.0,-728761,84727.0,2104175.0,146476.0,238.0,282.0,219.0,265.0,Midwest
881,Indiana,2009,12999357.0,11218398.0,1780959,12444.0,1046661.0,72999.0,243.0,287.0,223.0,266.0,Midwest
882,Iowa,2009,5732319.0,5732186.0,133,21804.0,491842.0,38685.0,243.0,284.0,221.0,265.0,Midwest
883,Kansas,2009,5615208.0,5827751.0,-212543,10509.0,474489.0,33522.0,245.0,289.0,224.0,267.0,Midwest
884,Kentucky,2009,6706922.0,6831006.0,-124084,27909.0,680089.0,43097.0,239.0,279.0,226.0,267.0,South
885,Louisiana,2009,7984550.0,8053960.0,-69410,29447.0,690915.0,38828.0,229.0,272.0,207.0,253.0,South
886,Maine,2009,2623127.0,2624504.0,-1377,3783.0,189225.0,15246.0,244.0,286.0,224.0,268.0,Northeast
887,Maryland,2009,13147931.0,12757599.0,390332,28626.0,848412.0,61273.0,244.0,288.0,226.0,267.0,South
888,Massachusetts,2009,15298022.0,15174814.0,123208,27871.0,957053.0,67973.0,252.0,299.0,234.0,274.0,Northeast
889,Michigan,2009,19616665.0,19992550.0,-375885,29850.0,1649082.0,126181.0,236.0,278.0,218.0,262.0,Midwest
890,Minnesota,2009,10353784.0,11193640.0,-839856,13933.0,837053.0,74532.0,249.0,294.0,223.0,270.0,Midwest
891,Mississippi,2009,4392101.0,4552756.0,-160655,3607.0,492481.0,28943.0,227.0,265.0,211.0,251.0,South
892,Missouri,2009,9472520.0,10227305.0,-754785,25584.0,917982.0,67254.0,241.0,286.0,224.0,267.0,Midwest
893,Montana,2009,1607935.0,1622485.0,-14550,1209.0,141807.0,10563.0,244.0,292.0,225.0,270.0,West
894,Nebraska,2009,3522481.0,3523803.0,-1322,11954.0,295368.0,22266.0,239.0,284.0,223.0,267.0,Midwest
895,Nevada,2009,4442101.0,4577881.0,-135780,3953.0,428947.0,25935.0,235.0,274.0,211.0,254.0,West
896,New Hampshire,2009,2816162.0,2757401.0,58761,2987.0,197140.0,15588.0,251.0,292.0,229.0,271.0,Northeast
897,New Jersey,2009,26510413.0,26145334.0,365079,33937.0,1396029.0,98733.0,247.0,293.0,229.0,273.0,Northeast
898,New Mexico,2009,3703477.0,3945515.0,-242038,7406.0,334419.0,20150.0,230.0,270.0,208.0,254.0,West
899,New York,2009,55885116.0,57851481.0,-1966365,51251.0,2766052.0,188377.0,241.0,283.0,224.0,264.0,Northeast
900,North Carolina,2009,15410564.0,14868070.0,542494,26688.0,1483397.0,88983.0,244.0,284.0,219.0,260.0,South
901,North Dakota,2009,1150142.0,1137260.0,12882,1285.0,95073.0,7637.0,245.0,293.0,226.0,269.0,Midwest
902,Ohio,2009,22779344.0,22427481.0,351863,29329.0,1764297.0,118872.0,244.0,286.0,225.0,269.0,Midwest
903,Oklahoma,2009,6029807.0,5941799.0,88008,39784.0,654802.0,40046.0,237.0,276.0,217.0,259.0,South
904,Oregon,2009,6158756.0,6715011.0,-556255,21143.0,582839.0,46088.0,238.0,285.0,218.0,265.0,West
905,Pennsylvania,2009,26755585.0,27328680.0,-573095,15239.0,1785993.0,140845.0,244.0,288.0,224.0,271.0,Northeast
906,Rhode Island,2009,2179714.0,2171376.0,8338,2109.0,145118.0,10697.0,239.0,278.0,223.0,260.0,Northeast
907,South Carolina,2009,7669733.0,8427391.0,-757658,24425.0,723143.0,44364.0,236.0,280.0,216.0,257.0,South
908,South Dakota,2009,1258876.0,1273527.0,-14651,1367.0,123713.0,8741.0,242.0,291.0,222.0,270.0,Midwest
909,Tennessee,2009,8112895.0,8611178.0,-498283,16506.0,972549.0,66366.0,232.0,275.0,217.0,261.0,South
911,Utah,2009,4238943.0,4419750.0,-180807,8225.0,571586.0,38995.0,240.0,284.0,219.0,266.0,West
912,Vermont,2009,1683034.0,1661019.0,22015,4837.0,91451.0,7328.0,248.0,293.0,229.0,272.0,Northeast
913,Virginia,2009,15251481.0,15510318.0,-258837,30600.0,1245340.0,87839.0,243.0,286.0,227.0,266.0,South
914,Washington,2009,12025012.0,12240632.0,-215620,11037.0,1035347.0,83604.0,242.0,289.0,221.0,267.0,West
915,West Virginia,2009,3097212.0,3121728.0,-24516,13894.0,282662.0,18688.0,233.0,270.0,215.0,255.0,South
916,Wisconsin,2009,10991081.0,10880480.0,110601,47054.0,872436.0,71242.0,244.0,288.0,220.0,266.0,Midwest
917,Wyoming,2009,1675761.0,1658156.0,17605,534.0,88155.0,6160.0,242.0,286.0,223.0,268.0,West
918,Alabama,2010,7281058.0,7647571.0,-366513,8179.0,755552.0,49719.0,,,,,South
919,Alaska,2010,2230338.0,2371251.0,-140913,2990.0,132104.0,9643.0,,,,,West
920,Arizona,2010,8828122.0,8812967.0,15155,8554.0,1071751.0,81326.0,,,,,West
921,Arkansas,2010,5069272.0,5520387.0,-451115,14059.0,482114.0,30330.0,,,,,South
922,California,2010,67356719.0,71227111.0,-3870392,72404.0,6289578.0,492545.0,,,,,West
923,Colorado,2010,8793676.0,8914338.0,-120662,30593.0,843316.0,60899.0,,,,,West
924,Connecticut,2010,9726922.0,9542108.0,184814,15921.0,560546.0,41381.0,,,,,Northeast
925,Delaware,2010,1733458.0,1758988.0,-25530,1626.0,129403.0,8464.0,,,,,South
927,Florida,2010,26231141.0,27267009.0,-1035868,52779.0,2643347.0,178315.0,,,,,South
928,Georgia,2010,17839851.0,17834488.0,5363,42816.0,1677067.0,100392.0,,,,,South
929,Hawaii,2010,2564856.0,2215458.0,349398,1393.0,179601.0,10818.0,,,,,West
930,Idaho,2010,2177999.0,2098737.0,79262,1821.0,275859.0,19362.0,,,,,West
931,Illinois,2010,28253620.0,28560306.0,-306686,78260.0,2091654.0,146953.0,,,,,Midwest
932,Indiana,2010,14023240.0,11502534.0,2520706,11652.0,1047232.0,74836.0,,,,,Midwest
933,Iowa,2010,5744872.0,5941449.0,-196577,27211.0,495775.0,37704.0,,,,,Midwest
934,Kansas,2010,5454128.0,5979429.0,-525301,17318.0,483701.0,33180.0,,,,,Midwest
935,Kentucky,2010,6881951.0,7092071.0,-210120,24260.0,673128.0,43723.0,,,,,South
936,Louisiana,2010,8091029.0,8125021.0,-33992,29657.0,696558.0,38438.0,,,,,South
937,Maine,2010,2721365.0,2680693.0,40672,4247.0,189077.0,15315.0,,,,,Northeast
938,Maryland,2010,13327770.0,13205691.0,122079,29377.0,852211.0,60555.0,,,,,South
939,Massachusetts,2010,14919763.0,14857823.0,61940,27747.0,955563.0,67716.0,,,,,Northeast
940,Michigan,2010,19393461.0,19967017.0,-573556,28187.0,1587067.0,122236.0,,,,,Midwest
941,Minnesota,2010,10383935.0,10564774.0,-180839,14405.0,838037.0,73661.0,,,,,Midwest
942,Mississippi,2010,4466377.0,4504257.0,-37880,3447.0,490526.0,29668.0,,,,,South
943,Missouri,2010,9587703.0,10139784.0,-552081,28495.0,918710.0,65990.0,,,,,Midwest
944,Montana,2010,1623971.0,1642886.0,-18915,1351.0,141693.0,10316.0,,,,,West
945,Nebraska,2010,3720560.0,3640199.0,80361,12656.0,298500.0,22236.0,,,,,Midwest
946,Nevada,2010,4262471.0,4260869.0,1602,4444.0,437149.0,29207.0,,,,,West
947,New Hampshire,2010,2906573.0,2856965.0,49608,3097.0,194711.0,15019.0,,,,,Northeast
948,New Jersey,2010,26676217.0,26736651.0,-60434,53564.0,1402548.0,97358.0,,,,,Northeast
949,New Mexico,2010,3638606.0,3814058.0,-175452,7980.0,338122.0,20594.0,,,,,West
951,North Carolina,2010,16621268.0,14162497.0,2458771,23510.0,1490605.0,91541.0,,,,,South
952,North Dakota,2010,1308214.0,1267426.0,40788,1529.0,96323.0,7581.0,,,,,Midwest
953,Ohio,2010,23247907.0,22701333.0,546574,30047.0,1754191.0,118946.0,,,,,Midwest
954,Oklahoma,2010,5778507.0,5971651.0,-193144,40688.0,659911.0,39634.0,,,,,South
955,Oregon,2010,6219779.0,6398065.0,-178286,9392.0,570720.0,46212.0,,,,,West
956,Pennsylvania,2010,27883991.0,28231191.0,-347200,16294.0,1793284.0,141710.0,,,,,Northeast
957,Rhode Island,2010,2207123.0,2187163.0,19960,2054.0,143793.0,10466.0,,,,,Northeast
958,South Carolina,2010,7755419.0,8242553.0,-487134,24188.0,725838.0,44703.0,,,,,South
959,South Dakota,2010,1292742.0,1281632.0,11110,1974.0,126128.0,9063.0,,,,,Midwest
960,Tennessee,2010,8405025.0,8760367.0,-355342,28787.0,987422.0,67441.0,,,,,South
961,Texas,2010,50559500.0,53810244.0,-3250744,249122.0,4935715.0,298400.0,,,,,South
962,Utah,2010,4250259.0,4326951.0,-76692,10376.0,585552.0,38744.0,,,,,West
963,Vermont,2010,1749898.0,1719870.0,30028,10678.0,96858.0,7114.0,,,,,Northeast
964,Virginia,2010,14937195.0,14919831.0,17364,30821.0,1251440.0,89266.0,,,,,South
965,Washington,2010,11919090.0,11820814.0,98276,12056.0,1043788.0,83712.0,,,,,West
966,West Virginia,2010,3176874.0,3484593.0,-307719,14660.0,282879.0,18430.0,,,,,South
967,Wisconsin,2010,11289720.0,11116821.0,172899,50200.0,872286.0,69858.0,,,,,Midwest
968,Wyoming,2010,1718605.0,1696177.0,22428,582.0,89009.0,6233.0,,,,,West
969,Alabama,2011,7376725.0,7411768.0,-35043,8282.0,744621.0,49510.0,231.0,269.0,220.0,258.0,South
970,Alaska,2011,2357828.0,2443898.0,-86070,2755.0,131167.0,9918.0,236.0,283.0,208.0,261.0,West
971,Arizona,2011,8429186.0,8610417.0,-181231,8860.0,1080319.0,81179.0,235.0,279.0,212.0,260.0,West
972,Arkansas,2011,5176362.0,5669431.0,-493069,14466.0,483114.0,30441.0,238.0,279.0,217.0,259.0,South
973,California,2011,70953331.0,69847705.0,1105626,73630.0,6287834.0,494144.0,234.0,273.0,211.0,255.0,West
974,Colorado,2011,8747471.0,8676451.0,71020,31091.0,854265.0,61398.0,244.0,292.0,223.0,271.0,West
975,Connecticut,2011,9783168.0,9439182.0,343986,16022.0,554437.0,40677.0,242.0,287.0,227.0,275.0,Northeast
976,Delaware,2011,1759170.0,1808905.0,-49735,1402.0,128946.0,8570.0,240.0,283.0,225.0,266.0,South
978,Florida,2011,26453693.0,26991946.0,-538253,54938.0,2668156.0,174371.0,240.0,278.0,225.0,262.0,South
979,Georgia,2011,18030043.0,17187481.0,842562,45353.0,1685016.0,98625.0,238.0,278.0,221.0,262.0,South
980,Hawaii,2011,2499513.0,2259104.0,240409,1492.0,182706.0,11084.0,239.0,278.0,214.0,257.0,West
981,Idaho,2011,2089982.0,1960818.0,129164,1338.0,279873.0,19423.0,240.0,287.0,221.0,268.0,West
982,Illinois,2011,29507584.0,28525858.0,981726,80723.0,2083097.0,145047.0,239.0,283.0,219.0,266.0,Midwest
983,Indiana,2011,12125155.0,11113533.0,1011622,9540.0,1040765.0,74071.0,244.0,285.0,221.0,265.0,Midwest
984,Iowa,2011,6098470.0,6057294.0,41176,26930.0,495870.0,37069.0,243.0,285.0,221.0,265.0,Midwest
985,Kansas,2011,5538869.0,5662146.0,-123277,18110.0,486108.0,32478.0,246.0,290.0,224.0,267.0,Midwest
986,Kentucky,2011,7104589.0,7253850.0,-149261,28107.0,681987.0,43928.0,241.0,282.0,225.0,269.0,South
987,Louisiana,2011,8022917.0,8218870.0,-195953,29422.0,703390.0,39088.0,231.0,273.0,210.0,255.0,South
988,Maine,2011,2654366.0,2728535.0,-74169,5048.0,188969.0,14887.0,244.0,289.0,222.0,270.0,Northeast
989,Maryland,2011,13443940.0,13247697.0,196243,28850.0,854086.0,60289.0,247.0,288.0,231.0,271.0,South
990,Massachusetts,2011,15396681.0,15150898.0,245783,28116.0,953369.0,67460.0,253.0,299.0,237.0,275.0,Northeast
991,Michigan,2011,19374026.0,18469948.0,904078,37020.0,1573537.0,120498.0,236.0,280.0,219.0,265.0,Midwest
992,Minnesota,2011,10912368.0,10612480.0,299888,14568.0,839738.0,71583.0,249.0,295.0,222.0,270.0,Midwest
993,Mississippi,2011,4516742.0,4345783.0,170959,3842.0,490619.0,29115.0,230.0,269.0,209.0,254.0,South
994,Missouri,2011,9915356.0,9842505.0,72851,29931.0,916584.0,64475.0,240.0,282.0,220.0,267.0,Midwest
995,Montana,2011,1631810.0,1655584.0,-23774,1475.0,142349.0,10208.0,244.0,293.0,225.0,273.0,West
996,Nebraska,2011,3879388.0,3676326.0,203062,12907.0,301296.0,22332.0,240.0,283.0,223.0,268.0,Midwest
997,Nevada,2011,4146577.0,4258855.0,-112278,4408.0,439634.0,30322.0,237.0,278.0,213.0,258.0,West
998,New Hampshire,2011,2947007.0,3001244.0,-54237,3228.0,191900.0,14911.0,252.0,292.0,230.0,272.0,Northeast
999,New Jersey,2011,26242376.0,25716298.0,526078,36581.0,1356431.0,94059.0,248.0,294.0,231.0,275.0,Northeast
1000,New Mexico,2011,3591330.0,3694437.0,-103107,7652.0,337225.0,20671.0,233.0,274.0,208.0,256.0,West
1001,New York,2011,57753776.0,59446908.0,-1693132,49569.0,2704718.0,190732.0,238.0,280.0,222.0,266.0,Northeast
1002,North Carolina,2011,14409515.0,13767024.0,642491,33603.0,1507864.0,94017.0,245.0,286.0,221.0,263.0,South
1003,North Dakota,2011,1309044.0,1312226.0,-3182,1706.0,97646.0,7348.0,245.0,292.0,226.0,269.0,Midwest
1004,Ohio,2011,23488657.0,23010396.0,478261,29015.0,1740030.0,117866.0,244.0,289.0,224.0,268.0,Midwest
1005,Oklahoma,2011,5835133.0,5644988.0,190145,42145.0,666120.0,39447.0,237.0,279.0,215.0,260.0,South
1006,Oregon,2011,6112484.0,6317635.0,-205151,7262.0,568208.0,45898.0,237.0,283.0,216.0,264.0,West
1007,Pennsylvania,2011,28492510.0,28810721.0,-318211,12887.0,1771395.0,138265.0,246.0,286.0,227.0,268.0,Northeast
1008,Rhode Island,2011,2212352.0,2198940.0,13412,1979.0,142854.0,10558.0,242.0,283.0,222.0,265.0,Northeast
1009,South Carolina,2011,7772777.0,7961448.0,-188671,23551.0,727186.0,44684.0,237.0,281.0,215.0,260.0,South
1010,South Dakota,2011,1297661.0,1350617.0,-52956,2996.0,128016.0,8662.0,241.0,291.0,220.0,269.0,Midwest
1011,Tennessee,2011,8679893.0,8961443.0,-281550,27982.0,999693.0,67637.0,233.0,274.0,215.0,259.0,South
1012,Texas,2011,51023159.0,52691826.0,-1668667,249524.0,5000470.0,298637.0,241.0,290.0,218.0,261.0,South
1013,Utah,2011,4141253.0,4195916.0,-54663,11972.0,598832.0,39693.0,243.0,283.0,220.0,267.0,West
1014,Vermont,2011,1686499.0,1722515.0,-36016,5559.0,89908.0,6930.0,247.0,294.0,227.0,274.0,Northeast
1015,Virginia,2011,14655345.0,14675815.0,-20470,31805.0,1257883.0,89324.0,245.0,289.0,226.0,267.0,South
1016,Washington,2011,11905941.0,11928408.0,-22467,12268.0,1045453.0,84089.0,243.0,288.0,221.0,268.0,West
1017,West Virginia,2011,3475642.0,3670119.0,-194477,15280.0,282870.0,18498.0,235.0,273.0,214.0,256.0,South
1018,Wisconsin,2011,11664303.0,11440718.0,223585,54438.0,871105.0,68392.0,245.0,289.0,221.0,267.0,Midwest
1019,Wyoming,2011,1650621.0,1656850.0,-6229,518.0,90099.0,6178.0,244.0,288.0,224.0,270.0,West
1020,Alabama,2012,7136949.0,7222161.0,-85212,9032.0,744637.0,48945.0,,,,,South
1021,Alaska,2012,2383402.0,2483320.0,-99918,3131.0,131489.0,9696.0,,,,,West
1022,Arizona,2012,7934798.0,8054662.0,-119864,9304.0,1089384.0,81751.0,,,,,West
1023,Arkansas,2012,5169926.0,5299969.0,-130043,14290.0,486157.0,30734.0,,,,,South
1024,California,2012,69016392.0,70191877.0,-1175485,74360.0,6299451.0,496754.0,,,,,West
1025,Colorado,2012,8616009.0,8472536.0,143473,30375.0,863561.0,62503.0,,,,,West
1026,Connecticut,2012,10070907.0,9791336.0,279571,16393.0,550954.0,40743.0,,,,,Northeast
1027,Delaware,2012,1855867.0,1915966.0,-60099,1291.0,129026.0,8365.0,,,,,South
1029,Florida,2012,24139266.0,25352047.0,-1212781,55124.0,2692162.0,183193.0,,,,,South
1030,Georgia,2012,17559894.0,17400209.0,159685,45252.0,1703332.0,101078.0,,,,,South
1031,Hawaii,2012,2535038.0,2344733.0,190305,1509.0,184760.0,10721.0,,,,,West
1032,Idaho,2012,1981482.0,1911706.0,69776,2683.0,284834.0,19130.0,,,,,West
1033,Illinois,2012,29900021.0,29067543.0,832478,81475.0,2072880.0,146273.0,,,,,Midwest
1034,Indiana,2012,12395432.0,11351906.0,1043526,9114.0,1041369.0,74886.0,,,,,Midwest
1035,Iowa,2012,6262807.0,6256926.0,5881,27729.0,499825.0,36254.0,,,,,Midwest
1036,Kansas,2012,5613619.0,5615714.0,-2095,18475.0,489043.0,32810.0,,,,,Midwest
1037,Kentucky,2012,7192430.0,7444529.0,-252099,26753.0,685167.0,44032.0,,,,,South
1038,Louisiana,2012,8477993.0,8504567.0,-26574,29426.0,710903.0,40179.0,,,,,South
1039,Maine,2012,2611056.0,2625759.0,-14703,4890.0,185739.0,14462.0,,,,,Northeast
1040,Maryland,2012,13752912.0,13212140.0,540772,29671.0,859638.0,59978.0,,,,,South
1041,Massachusetts,2012,15763456.0,15696061.0,67395,28245.0,954773.0,67856.0,,,,,Northeast
1042,Michigan,2012,18622316.0,18063824.0,558492,36769.0,1555370.0,118564.0,,,,,Midwest
1043,Minnesota,2012,10681609.0,10696348.0,-14739,14695.0,845404.0,70510.0,,,,,Midwest
1044,Mississippi,2012,4477828.0,4423270.0,54558,4026.0,493650.0,29676.0,,,,,South
1045,Missouri,2012,10022622.0,9910617.0,112005,29684.0,917900.0,64151.0,,,,,Midwest
1046,Montana,2012,1628318.0,1652537.0,-24219,1321.0,142908.0,9784.0,,,,,West
1047,Nebraska,2012,3764056.0,3880517.0,-116461,13831.0,303505.0,23152.0,,,,,Midwest
1048,Nevada,2012,4053945.0,4109706.0,-55761,4599.0,445707.0,31939.0,,,,,West
1049,New Hampshire,2012,2963221.0,2961684.0,1537,3260.0,188974.0,14600.0,,,,,Northeast
1050,New Jersey,2012,27574528.0,26432652.0,1141876,35128.0,1372203.0,97048.0,,,,,Northeast
1051,New Mexico,2012,3478709.0,3616691.0,-137982,7509.0,338220.0,20559.0,,,,,West
1052,New York,2012,58981073.0,60216421.0,-1235348,48712.0,2710703.0,192112.0,,,,,Northeast
1053,North Carolina,2012,12788659.0,13418244.0,-629585,30329.0,1518465.0,94648.0,,,,,South
1054,North Dakota,2012,1345371.0,1380563.0,-35192,1848.0,101111.0,7347.0,,,,,Midwest
1055,Ohio,2012,22799205.0,22662376.0,136829,27558.0,1729916.0,117623.0,,,,,Midwest
1056,Oklahoma,2012,5824963.0,5594867.0,230096,42154.0,673483.0,39407.0,,,,,South
1057,Oregon,2012,6124872.0,6314092.0,-189220,23850.0,587564.0,46723.0,,,,,West
1058,Pennsylvania,2012,27881568.0,27851918.0,29650,10109.0,1763677.0,136357.0,,,,,Northeast
1059,Rhode Island,2012,2208278.0,2190431.0,17847,2068.0,142481.0,10509.0,,,,,Northeast
1060,South Carolina,2012,7889771.0,7948441.0,-58670,23786.0,735998.0,44755.0,,,,,South
1061,South Dakota,2012,1298723.0,1296971.0,1752,3117.0,130471.0,8816.0,,,,,Midwest
1062,Tennessee,2012,8983224.0,9256522.0,-273298,27096.0,993496.0,66299.0,,,,,South
1063,Texas,2012,49979753.0,50215314.0,-235561,250911.0,5077659.0,305425.0,,,,,South
1064,Utah,2012,4217360.0,4330417.0,-113057,12329.0,613279.0,40774.0,,,,,West
1065,Vermont,2012,1754161.0,1726321.0,27840,5705.0,89624.0,6756.0,,,,,Northeast
1066,Virginia,2012,14940479.0,15129464.0,-188985,32852.0,1265419.0,88971.0,,,,,South
1067,Washington,2012,11955582.0,12187889.0,-232307,12466.0,1051694.0,84981.0,,,,,West
