,Primary_Key,State,Year,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region,,,
654,2004_TENNESSEE,Tennessee,2004,6349101,692353,2743825,2912923,6738601,3843346,1796619,356397,574810,-389500,8132,74740,70555,73233,55490,941091,,,,,South,,,
655,2004_TEXAS,Texas,2004,36055119,3782724,13201169,19071226,38150452,18291531,10509643,1798316,4812152,-2095333,204665,333934,324389,329214,247655,4405215,,,,,South,,,
656,2004_UTAH,Utah,2004,2997200,299200,1654191,1043809,3066684,1552853,739158,224631,479463,-69484,9036,41088,37888,37674,35671,503607,,,,,West,,,
657,2004_VERMONT,Vermont,2004,1525776,94546,801169,630061,1550157,700068,368208,34203,77287,-24381,3714,6249,6807,7846,7552,98352,,,,,Northeast,,,
658,2004_VIRGINIA,Virginia,2004,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829,1125646,-252883,18376,87223,89742,96540,77965,1204739,,,,,South,,,
659,2004_WASHINGTON,Washington,2004,8790531,749399,5416352,2624780,9009980,4446860,2579078,407707,1217468,-219449,11921,71219,75151,80918,74121,1020005,,,,,West,,,
660,2004_WEST_VIRGINIA,West Virginia,2004,2585084,290752,1546921,747411,2603996,1458141,784602,168905,181816,-18912,7989,20942,20670,22582,18319,280129,,,,,South,,,
661,2004_WISCONSIN,Wisconsin,2004,9183588,550729,4732025,3900834,9126345,4936038,2846939,361605,540870,57243,27444,58724,59267,67168,69510,864757,,,,,Midwest,,,
662,2004_WYOMING,Wyoming,2004,974888,95995,507155,371738,953916,483989,303976,28257,126574,20972,374,6264,5862,6985,6323,84733,,,,,West,,,
663,2005_ALABAMA,Alabama,2005,5889966,665924,3247562,1976480,5904664,3053380,1744013,462605,511944,-14698,2623,58692,55919,59643,43452,741761,225,262,208,252,South,,,
664,2005_ALASKA,Alaska,2005,1599739,302846,878731,418162,1751718,829666,559084,55782,268700,-151979,1914,9934,9495,10793,9578,133288,236,279,211,259,West,,,
665,2005_ARIZONA,Arizona,2005,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097,861286,413315,9979,83529,80458,80683,79180,1094454,230,274,207,255,West,,,
666,2005_ARKANSAS,Arkansas,2005,3978240,447012,2995788,535440,3999608,2118580,1173643,200865,393713,-21368,10372,38070,34951,37279,29351,474206,236,272,217,258,South,,,
667,2005_CALIFORNIA,California,2005,62171797,7148863,34912166,20110768,66196072,31070450,18046385,3132465,10223657,-4024275,125099,458440,477828,489560,423241,6437202,230,269,207,250,West,,,
668,2005_COLORADO,Colorado,2005,6910296,472246,2954915,3483135,7284280,3380399,2343655,260280,918985,-373984,23211,59398,57151,59929,51818,779826,239,281,224,265,West,,,
669,2005_CONNECTICUT,Connecticut,2005,7898694,401558,2886076,4611060,7452057,4177845,2200133,277388,496778,446637,12774,41206,42876,44680,38662,575059,242,281,226,264,Northeast,,,
670,2005_DELAWARE,Delaware,2005,1431710,106513,894498,430699,1480157,761786,424220,62086,172879,-48447,680,8511,8896,10492,7555,120937,240,281,226,266,South,,,
672,2005_FLORIDA,Florida,2005,23216404,2328513,9940813,10947078,23857012,11270907,6876508,1363005,3803764,-640608,47240,203325,195265,208413,157545,2675024,239,274,219,256,South,,,
673,2005_GEORGIA,Georgia,2005,14724731,1375318,6449103,6900310,14492666,7886069,3954215,658022,1794894,232065,38633,128397,119028,123678,87800,1598461,234,272,214,257,South,,,
674,2005_HAWAII,Hawaii,2005,2274166,236973,1986615,50578,1765805,1007207,559178,137949,61471,508361,1412,14236,14127,13696,10899,182818,230,266,210,249,West,,,
675,2005_IDAHO,Idaho,2005,1796035,192039,1023550,580446,1819519,989703,531569,77321,181622,-23484,2784,19987,19860,20674,17876,261982,242,281,222,264,West,,,
676,2005_ILLINOIS,Illinois,2005,21611180,1835598,7152163,12623419,22035569,11063949,6900767,755227,2137191,-424389,72131,147726,154372,160911,138518,2111706,233,278,216,264,Midwest,,,
677,2005_INDIANA,Indiana,2005,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599,982893,581734,10501,75519,79078,82021,67050,1035074,240,282,218,261,Midwest,,,
678,2005_IOWA,Iowa,2005,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893,538313,38576,6826,37435,34160,38145,37611,483482,240,284,221,267,Midwest,,,
679,2005_KANSAS,Kansas,2005,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824,308365,147035,1837,34723,33229,35772,32870,467525,246,284,220,267,Midwest,,,
680,2005_KENTUCKY,Kentucky,2005,5444309,646215,3121503,1676591,5750671,2864633,1660844,336579,741433,-306362,38125,50266,47639,50701,39157,679878,231,274,220,264,South,,,
681,2005_LOUISIANA,Louisiana,2005,5975074,844640,2787542,2342892,5941561,3264689,1854202,362965,350658,33513,23328,52937,53121,53832,36735,654526,230,268,209,253,South,,,
682,2005_MAINE,Maine,2005,2324789,197651,895595,1231543,2325138,1355800,620991,96318,128520,-349,1894,13766,14198,16692,14683,195498,241,281,225,270,Northeast,,,
683,2005_MARYLAND,Maryland,2005,9906219,670998,3729262,5505959,9782665,5154440,2934277,407619,947970,123554,24219,56858,62347,68400,58766,860020,238,278,220,261,South,,,
684,2005_MASSACHUSETTS,Massachusetts,2005,12976279,761359,5434971,6779949,12726283,7203922,3750687,391078,803602,249996,24617,68242,71410,76223,65635,971909,247,292,231,274,Northeast,,,
685,2005_MICHIGAN,Michigan,2005,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610,1937442,-1383130,25009,131886,121830,134113,113351,1742282,238,277,218,261,Midwest,,,
686,2005_MINNESOTA,Minnesota,2005,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632,937357,-305230,11633,59666,58563,65416,72173,839243,246,290,225,268,Midwest,,,
687,2005_MISSISSIPPI,Mississippi,2005,3639643,552628,1958500,1128515,3610904,1935459,1096574,231190,281713,28739,2488,40346,36787,38907,26383,494954,227,262,204,251,South,,,
688,2005_MISSOURI,Missouri,2005,8340865,694008,3640728,4006129,8170965,4224716,2452665,457530,708726,169900,17848,68221,66215,74436,62632,917705,235,276,221,265,Midwest,,,
689,2005_MONTANA,Montana,2005,1293070,191687,578321,523062,1268328,721019,412180,53055,59998,24742,798,10300,10527,12050,11095,145416,241,286,225,269,West,,,
690,2005_NEBRASKA,Nebraska,2005,2895640,295968,878576,1721096,2708776,1487488,751435,127968,264339,186864,6463,21888,20290,21998,21419,286646,238,284,221,267,Midwest,,,
691,2005_NEVADA,Nevada,2005,3381646,251421,1996995,1133230,3483540,1665706,926213,115483,584219,-101894,2812,29978,32222,33502,20501,412395,230,270,207,253,West,,,
692,2005_NEW_HAMPSHIRE,New Hampshire,2005,2332695,125956,878957,1327782,2333264,1261140,651058,65668,163780,-569,2525,10360,15151,17038,15001,205767,246,285,227,270,Northeast,,,
693,2005_NEW_JERSEY,New Jersey,2005,23026334,937945,9340953,12747436,23023365,11575456,7408034,817943,2179605,2969,26794,93151,98565,103587,92175,1395602,244,284,223,269,Northeast,,,
694,2005_NEW_MEXICO,New Mexico,2005,2982991,480888,2102670,399433,3011696,1395996,955266,149000,466166,-28705,6070,25140,23987,25987,19119,326758,224,263,207,251,West,,,
695,2005_NEW_YORK,New York,2005,43936450,3156023,19202847,21577580,45086872,27866708,11303872,1182179,3342778,-1150422,40519,189924,196279,216226,173867,2815581,238,280,223,265,Northeast,,,
696,2005_NORTH_CAROLINA,North Carolina,2005,11098165,1116670,6440768,3540727,10917913,6160224,3039968,580213,791873,180252,9847,116829,105392,111894,82267,1416436,241,282,217,258,South,,,
697,2005_NORTH_DAKOTA,North Dakota,2005,969520,148482,341066,479972,985502,501563,258404,64839,88341,-15982,1052,6579,7016,7993,7889,98283,243,287,225,270,Midwest,,,
698,2005_OHIO,Ohio,2005,19746239,1413888,8313858,10018493,19785561,9700668,6526386,830761,2046199,-39322,29791,135854,131691,144869,130436,1839683,242,283,223,267,Midwest,,,
699,2005_OKLAHOMA,Oklahoma,2005,4892548,678448,2440741,1773359,4785987,2303527,1569038,467321,397131,106561,33418,48667,44194,47812,38013,634739,234,271,214,260,South,,,
700,2005_OREGON,Oregon,2005,5022050,498217,2440758,2083075,5597579,2671228,1680005,181133,364717,-575529,1049,39759,42071,44046,39414,552194,238,282,217,263,West,,,
701,2005_PENNSYLVANIA,Pennsylvania,2005,22657782,1750988,7667114,13239680,23183924,11284717,6638401,920319,1914407,-526142,8790,127065,131236,148957,135778,1830684,241,281,223,267,Northeast,,,
702,2005_RHODE_ISLAND,Rhode Island,2005,1903472,145957,747359,1010156,1790591,1023496,616544,74850,20070,112881,1688,9580,11484,12470,10587,153422,233,272,216,261,Northeast,,,
703,2005_SOUTH_CAROLINA,South Carolina,2005,6337711,639308,2832245,2866158,6572191,3134658,1903030,342107,938347,-234480,21604,52805,50408,55701,40327,701544,238,281,213,257,South,,,
704,2005_SOUTH_DAKOTA,South Dakota,2005,1053504,176738,350316,526450,1059303,539413,316892,46872,124727,-5799,1217,9470,8883,9576,8956,122012,242,287,222,269,Midwest,,,
705,2005_TENNESSEE,Tennessee,2005,6806262,787269,2962151,3056842,7067521,4120045,1907907,378064,483208,-261259,10190,76449,69773,72949,56949,953928,232,271,214,259,South,,,
706,2005_TEXAS,Texas,2005,37783715,4095588,13017433,20670694,40302144,18950703,10963041,1883727,5592231,-2518429,207967,350124,329969,335824,257151,4525394,242,281,219,258,South,,,
707,2005_UTAH,Utah,2005,3181279,326400,1729443,1125436,3188018,1632553,771298,241992,467720,-6739,3933,42307,38635,38463,36923,508430,239,279,221,262,West,,,
708,2005_VERMONT,Vermont,2005,1628681,95016,1090494,443171,1634534,739981,392627,36577,63280,-5853,4061,6069,6549,7559,7499,96638,244,287,227,269,Northeast,,,
709,2005_VIRGINIA,Virginia,2005,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204,1180309,-202500,19868,89427,88883,95716,78913,1213616,240,284,226,268,South,,,
710,2005_WASHINGTON,Washington,2005,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619,1292543,-258220,12735,72644,74401,81440,76505,1031985,242,285,223,265,West,,,
711,2005_WEST_VIRGINIA,West Virginia,2005,2701056,329159,1607433,764464,2698703,1524187,852145,174265,137026,2353,8942,21428,19999,22147,18022,280866,231,269,215,255,South,,,
712,2005_WISCONSIN,Wisconsin,2005,9584108,565072,4770290,4248746,9433502,5128207,2944041,382137,472358,150606,31218,60382,59984,66985,69665,875174,241,285,221,266,Midwest,,,
713,2005_WYOMING,Wyoming,2005,1132160,106484,585789,439887,1033603,510498,324752,29657,158464,98557,439,6381,6111,6819,6079,84409,243,282,223,268,West,,,
714,2006_ALABAMA,Alabama,2006,6364028,730112,3540436,2093480,6591429,3326656,1983482,485936,666550,-227401,3872,58209,56720,59573,44471,743632,,,,,South,,,
715,2006_ALASKA,Alaska,2006,1625138,289855,918976,416307,1817656,871434,601197,58037,236931,-192518,1832,9795,9589,10155,10039,132608,,,,,West,,,
716,2006_ARIZONA,Arizona,2006,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902,1143569,149891,14905,85388,81388,80769,71388,1068249,,,,,West,,,
717,2006_ARKANSAS,Arkansas,2006,4247664,482038,3108910,656716,4343877,2265821,1297593,211065,449548,-96213,10895,38058,35581,36026,29617,476409,,,,,South,,,
718,2006_CALIFORNIA,California,2006,66302860,7421482,37439651,21441727,68722432,32387671,19079354,3259244,10047331,-2419572,119824,454605,470542,491871,443253,6406750,,,,,West,,,
719,2006_COLORADO,Colorado,2006,7295561,520673,3087795,3687093,7803324,3562901,2518038,298896,1024225,-507763,24554,60922,57877,59497,53922,794026,,,,,West,,,
720,2006_CONNECTICUT,Connecticut,2006,8436197,388080,3148507,4899610,7982143,4406855,2354944,290868,603391,454054,13577,40834,42107,44609,40027,575100,,,,,Northeast,,,
721,2006_DELAWARE,Delaware,2006,1544615,109044,969809,465762,1646885,817872,467410,64658,227679,-102270,662,8604,8982,10262,7482,122254,,,,,South,,,
723,2006_FLORIDA,Florida,2006,25423686,2460004,10215772,12747910,26609155,12211602,7492039,1437303,4860930,-1185469,46117,202063,199686,207213,162952,2671513,,,,,South,,,
724,2006_GEORGIA,Georgia,2006,16165924,1455212,7136011,7574701,15839227,8583817,4432252,708588,1930006,326697,39318,130453,121155,126903,90402,1629157,,,,,South,,,
725,2006_HAWAII,Hawaii,2006,2705532,225393,2431735,48404,1939968,1077351,643718,143911,74988,765564,1486,13953,13687,13512,10675,180728,,,,,West,,,
726,2006_IDAHO,Idaho,2006,1875346,201040,1046128,628178,1903720,1027985,557225,82623,189807,-28374,2787,20922,19989,20540,18322,267380,,,,,West,,,
727,2006_ILLINOIS,Illinois,2006,22724326,1886721,7144629,13692976,22622323,11327481,7242674,818234,2021097,102003,75275,147440,153480,159038,143366,2118276,,,,,Midwest,,,
728,2006_INDIANA,Indiana,2006,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213,985099,318233,10148,79145,78177,82067,69654,1045940,,,,,Midwest,,,
729,2006_IOWA,Iowa,2006,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683,592789,-32104,8255,37592,34245,37031,38448,483122,,,,,Midwest,,,
730,2006_KANSAS,Kansas,2006,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458,358866,209920,14074,35392,33101,34810,32471,469506,,,,,Midwest,,,
731,2006_KENTUCKY,Kentucky,2006,6002056,680251,3439085,1882720,6112978,3082253,1830653,356721,686124,-110922,36518,50639,47975,50323,40267,683152,,,,,South,,,
732,2006_LOUISIANA,Louisiana,2006,6780668,1276913,2814302,2689453,6032182,3167501,1962367,338521,454736,748486,24022,53804,51624,50694,38582,675851,,,,,South,,,
733,2006_MAINE,Maine,2006,2381908,201447,947857,1232604,2381439,1376177,660506,101979,115871,469,2323,14001,14192,15782,14829,193986,,,,,Northeast,,,
734,2006_MARYLAND,Maryland,2006,10697117,663284,4189334,5844499,10585292,5535192,3217615,448422,1037525,111825,25674,56133,61045,66332,60656,851640,,,,,South,,,
735,2006_MASSACHUSETTS,Massachusetts,2006,14160242,749362,6175593,7235287,13503621,7613569,3989906,413514,904979,656621,24875,68585,70752,74381,67618,968661,,,,,Northeast,,,
736,2006_MICHIGAN,Michigan,2006,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945,1842154,-912174,26192,129676,120173,130582,116774,1722656,,,,,Midwest,,,
737,2006_MINNESOTA,Minnesota,2006,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359,1063443,-357456,12319,60712,59257,64619,73273,840565,,,,,Midwest,,,
738,2006_MISSISSIPPI,Mississippi,2006,4279581,856762,2108733,1314086,4066036,2096028,1244115,243110,413302,213545,2685,39617,36873,38819,26732,495026,,,,,South,,,
739,2006_MISSOURI,Missouri,2006,8846493,740742,3830104,4275647,8654672,4483151,2619786,467463,758141,191821,20927,67873,66268,72023,63755,920353,,,,,Midwest,,,
740,2006_MONTANA,Montana,2006,1375638,190226,626958,558454,1377599,753664,442662,56642,97873,-1961,794,10409,10311,11387,10870,144418,,,,,West,,,
741,2006_NEBRASKA,Nebraska,2006,3107061,301764,948001,1857296,2867250,1570629,805633,128776,280954,239811,6933,22080,20338,21622,21527,287580,,,,,Midwest,,,
742,2006_NEVADA,Nevada,2006,3691628,258814,2137351,1295463,4022979,1840698,1088646,119224,760380,-331351,2937,31746,32711,33586,21352,424766,,,,,West,,,
743,2006_NEW_HAMPSHIRE,New Hampshire,2006,2459051,130088,925677,1403286,2494247,1332640,696005,68406,201565,-35196,2531,10375,15080,16431,15492,203572,,,,,Northeast,,,
744,2006_NEW_JERSEY,New Jersey,2006,23915685,982557,9540387,13392741,24177714,12309954,7892051,837293,2033738,-262029,27952,93043,98149,102827,94685,1388850,,,,,Northeast,,,
745,2006_NEW_MEXICO,New Mexico,2006,3094036,446994,2197044,449998,3099738,1500318,1016791,153346,385590,-5702,5852,25668,24311,25563,19329,328220,,,,,West,,,
746,2006_NEW_YORK,New York,2006,47018793,3340216,20183518,23495059,48359774,29589517,11898562,1264799,3970683,-1340981,44649,186373,192095,210851,179030,2809649,,,,,Northeast,,,
747,2006_NORTH_CAROLINA,North Carolina,2006,11709885,1184622,6846954,3678309,11725031,6342589,3344466,618610,1052527,-15146,16601,118443,108731,110965,84556,1444481,,,,,South,,,
748,2006_NORTH_DAKOTA,North Dakota,2006,1008339,151248,348475,508616,1017084,513113,269235,68526,92963,-8745,977,6650,6931,7874,7818,96670,,,,,Midwest,,,
749,2006_OHIO,Ohio,2006,20957714,1479925,8695982,10781807,20589584,10048571,6796495,852673,2177340,368130,30774,133990,131258,144312,131200,1836722,,,,,Midwest,,,
750,2006_OKLAHOMA,Oklahoma,2006,5120286,654807,2570987,1894492,5094695,2437935,1677749,492085,436567,25591,34378,49362,45369,46050,38453,639391,,,,,South,,,
751,2006_OREGON,Oregon,2006,5429145,516962,2737088,2175095,5386128,2834418,1803634,189427,319231,43017,1147,39572,41754,43312,43833,562574,,,,,West,,,
752,2006_PENNSYLVANIA,Pennsylvania,2006,23950553,1794419,7973651,14182483,24195122,11675380,7025760,966663,2009924,-244569,10953,126821,129546,146393,153112,1871060,,,,,Northeast,,,
753,2006_RHODE_ISLAND,Rhode Island,2006,2004709,149493,797349,1057867,1983578,1120778,690355,80127,28706,21131,1764,10231,11135,12194,10832,151612,,,,,Northeast,,,
754,2006_SOUTH_CAROLINA,South Carolina,2006,6752813,664113,3023114,3065586,7148083,3310899,2071441,366285,1128702,-395270,22217,53154,51217,55222,41588,708021,,,,,South,,,
755,2006_SOUTH_DAKOTA,South Dakota,2006,1086433,177452,355719,553262,1052315,552199,334845,48881,86227,34118,1248,9614,8866,9510,8795,121158,,,,,Midwest,,,
756,2006_TENNESSEE,Tennessee,2006,7195519,793477,3097824,3304218,7395357,4248091,1995464,395656,573015,-199838,12323,77494,71857,72892,59904,978368,,,,,South,,,
757,2006_TEXAS,Texas,2006,41142403,4735208,13503141,22904054,43394244,20299749,11672256,1980118,6170544,-2251841,212137,352980,340488,338449,263224,4599509,,,,,South,,,
758,2006_UTAH,Utah,2006,3381146,342862,1825910,1212374,3371338,1709307,821539,255128,504723,9808,3814,43518,40477,37743,36425,523386,,,,,West,,,
759,2006_VERMONT,Vermont,2006,1725093,102791,1153104,469198,1711762,763591,410862,37607,59192,13331,4308,6198,6521,7186,7599,95399,,,,,Northeast,,,
760,2006_VIRGINIA,Virginia,2006,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026,1298749,-327491,20391,89644,88527,95083,82901,1220440,,,,,South,,,
761,2006_WASHINGTON,Washington,2006,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909,1422488,-235935,9082,72608,75695,80022,77160,1026774,,,,,West,,,
762,2006_WEST_VIRGINIA,West Virginia,2006,2814536,346628,1649661,818247,2852607,1569685,897874,184320,187462,-38071,7469,24308,19935,21541,18508,281939,,,,,South,,,
763,2006_WISCONSIN,Wisconsin,2006,9855692,580810,5066552,4208330,9779642,5290595,3064437,400780,545716,76050,33821,60408,59356,65606,70699,876700,,,,,Midwest,,,
764,2006_WYOMING,Wyoming,2006,1150345,115937,507178,527230,1146527,571127,362807,34310,168214,3818,423,6575,6191,6697,6167,85193,,,,,West,,,
765,2007_ALABAMA,Alabama,2007,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077,687816,-127419,3592,55972,57795,58792,46200,742919,229,266,216,252,South,,,
766,2007_ALASKA,Alaska,2007,1800616,282270,1052357,465989,1938755,927307,645857,60699,257723,-138139,1679,9625,9420,9953,10092,131029,237,283,214,259,West,,,AL
767,2007_ARIZONA,Arizona,2007,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069,1436673,14903,15854,86742,82876,81196,76275,1087447,232,276,210,255,West,,,AK
768,2007_ARKANSAS,Arkansas,2007,4415981,483689,3319030,613262,4779308,2337748,1378576,450454,470562,-363327,12795,38192,35710,35944,30708,479016,238,274,217,258,South,,,AZ
769,2007_CALIFORNIA,California,2007,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540,10058842,-708486,68002,454743,467305,490054,468281,6343471,230,270,209,251,West,,,AR
770,2007_COLORADO,Colorado,2007,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754,1083411,-350132,25649,61576,59449,58396,55334,801867,240,286,224,266,West,,,CA
771,2007_CONNECTICUT,Connecticut,2007,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943,913165,227728,14180,39889,42488,43670,40927,570626,243,282,227,267,Northeast,,,CO
772,2007_DELAWARE,Delaware,2007,1694929,102114,1071957,520858,1705204,825084,481610,68343,245757,-10275,583,8817,9085,10176,7681,122574,242,283,225,265,South,,,CT
774,2007_FLORIDA,Florida,2007,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095,5992654,-951530,46917,197467,195859,193970,169832,2666811,242,277,224,260,South,,,DC
775,2007_GEORGIA,Georgia,2007,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339,2271958,366459,39908,129791,125404,124544,95443,1649589,235,275,219,259,South,,,FL
776,2007_HAWAII,Hawaii,2007,2985593,256696,2681049,47848,2199604,1177781,732536,151243,138044,785989,1531,15042,13652,13420,11234,179897,234,269,213,251,West,,,GA
777,2007_IDAHO,Idaho,2007,2011951,202977,1338182,470792,1960472,1069134,590192,86738,163583,51479,2880,21295,20658,20557,18598,272119,241,284,223,265,West,,,HI
778,2007_ILLINOIS,Illinois,2007,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000,2082140,495236,77843,145755,152895,161310,144342,2112805,237,280,219,263,Midwest,,,ID
779,2007_INDIANA,Indiana,2007,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190,887670,-1003130,10755,75445,78204,80850,71755,1046764,245,285,222,264,Midwest,,,IL
780,2007_IOWA,Iowa,2007,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002,647628,-4439,12487,37819,34590,36040,39114,485115,243,285,225,267,Midwest,,,IN
781,2007_KANSAS,Kansas,2007,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749,427238,214169,13477,35471,34383,34572,33149,468295,248,290,225,267,Midwest,,,IA
782,2007_KENTUCKY,Kentucky,2007,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495,755710,-124940,17985,49986,49250,49723,41958,666225,235,279,222,262,South,,,KS
783,2007_LOUISIANA,Louisiana,2007,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037,618284,391391,26631,53062,56201,51355,37806,681038,230,272,207,253,South,,,KY
784,2007_MAINE,Maine,2007,2538161,198101,1081891,1258169,2501127,1459635,710785,111153,91361,37034,2635,13710,14238,15334,16322,196245,242,286,226,270,Northeast,,,LA
785,2007_MARYLAND,Maryland,2007,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728,1170502,133740,27179,59455,60281,65088,61767,845700,240,286,225,265,South,,,ME
786,2007_MASSACHUSETTS,Massachusetts,2007,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102,951016,92259,25853,67900,71443,73318,68757,962958,252,298,236,273,Northeast,,,MD
787,2007_MICHIGAN,Michigan,2007,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870,1629007,736272,27207,125592,118931,126608,126380,1692739,238,277,220,260,Midwest,,,MA
788,2007_MINNESOTA,Minnesota,2007,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882,1074228,-336596,12795,60140,59431,63189,74749,837578,247,292,225,268,Midwest,,,MI
789,2007_MISSISSIPPI,Mississippi,2007,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539,379581,62193,2805,38662,37274,37948,27688,494122,228,265,208,250,South,,,MN
790,2007_MISSOURI,Missouri,2007,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391,925265,-336681,22691,67314,67996,68636,65443,917188,239,281,221,263,Midwest,,,MS
791,2007_MONTANA,Montana,2007,1474306,190631,702476,581199,1442434,793711,463422,58824,100592,31872,539,10601,10503,11180,11057,142823,244,287,227,271,West,,,MO
792,2007_NEBRASKA,Nebraska,2007,3234014,298196,992032,1943786,3117931,1673992,845739,131267,378827,116083,10091,22588,20519,21047,22400,291244,238,284,223,267,Midwest,,,MT
793,2007_NEVADA,Nevada,2007,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918,731227,-340290,2834,31682,33760,34121,21828,429362,232,271,211,252,West,,,NE
794,2007_NEW_HAMPSHIRE,New Hampshire,2007,2600123,137058,936882,1526183,2608190,1395619,733978,70608,208008,-8067,2614,10489,15026,16218,15959,200772,249,288,229,270,Northeast,,,NV
795,2007_NEW_JERSEY,New Jersey,2007,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012,1997462,-279036,28540,91115,98195,100884,97078,1382348,249,289,231,270,Northeast,,,NH
796,2007_NEW_MEXICO,New Mexico,2007,3272953,444466,2360542,467945,3279467,1610295,1103097,119933,396529,-6514,5378,25796,24452,25063,19594,329040,228,268,212,251,West,,,NJ
797,2007_NEW_YORK,New York,2007,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048,-491440,48561,184672,191647,205135,185680,2765435,243,280,224,264,Northeast,,,NM
798,2007_NORTH_CAROLINA,North Carolina,2007,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597,1166854,269221,16927,120998,115076,114543,85893,1489492,242,284,218,259,South,,,NY
799,2007_NORTH_DAKOTA,North Dakota,2007,1045678,150165,355662,539851,1042175,523778,283833,69691,90844,3503,909,6730,6935,7472,7662,95059,245,292,226,268,Midwest,,,NC
800,2007_OHIO,Ohio,2007,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199,2595974,805844,32815,130889,132634,139939,134417,1827184,245,285,226,268,Midwest,,,ND
801,2007_OKLAHOMA,Oklahoma,2007,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547,502002,-13282,35270,49306,46787,45831,39321,642065,237,275,217,260,South,,,OH
802,2007_OREGON,Oregon,2007,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410,293730,13631,1310,39820,42750,43018,45559,565586,236,284,215,266,West,,,OK
803,2007_PENNSYLVANIA,Pennsylvania,2007,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492,2533079,-292506,12490,122769,129837,143406,139930,1801971,244,286,226,268,Northeast,,,OR
804,2007_RHODE_ISLAND,Rhode Island,2007,2100679,165167,817792,1117720,2082332,1177636,731694,85397,20234,18347,1770,9840,11028,12098,10848,147629,236,275,219,258,Northeast,,,PA
805,2007_SOUTH_CAROLINA,South Carolina,2007,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965,1290372,-530721,22812,52314,52715,54067,39459,712317,237,282,214,257,South,,,RI
806,2007_SOUTH_DAKOTA,South Dakota,2007,1136570,174096,371645,590829,1096568,573916,335382,50283,105370,40002,1335,9688,8935,9248,8901,121606,241,288,223,270,Midwest,,,SC
807,2007_TENNESSEE,Tennessee,2007,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587,593354,-200171,14937,75289,72454,70745,62040,964259,233,274,216,259,South,,,SD
808,2007_TEXAS,Texas,2007,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350,6654163,-1565499,217751,356706,346491,332671,273867,4674832,242,286,220,261,South,,,TN
809,2007_UTAH,Utah,2007,3656090,343915,1977900,1334275,3618540,1816456,871613,266481,579188,37550,9487,47591,44748,41114,40375,576244,239,281,221,262,West,,,TX
810,2007_VERMONT,Vermont,2007,1836316,97086,1237083,502147,1804519,800453,439237,41603,70359,31797,4556,6161,6490,7039,7714,94038,246,291,228,273,Northeast,,,UT
